case_id,eia_id,p_state,p_county,ylat,xlong,p_name,p_year,p_tech_pri,p_cap_ac,p_cap_dc,p_type,utility_name
57031,57031,ND,Steele,47.3272,-97.8975,Luverne Wind Energy Center,2009,WIND,49.5,,wind farm,Otter Tail Power Co
57032,57032,ND,Barnes,47.1244,-97.8961,Ashtabula Wind Energy Center,2008,WIND,48.0,,wind farm,Otter Tail Power Co
57033,57033,ND,Cavalier,48.6303,-98.3169,Langdon Wind Energy Center,2007,WIND,40.5,,wind farm,Otter Tail Power Co
57038,57038,ND,Morton,46.98,-101.554722,Bison I Wind Energy Center,2010,WIND,81.8,,wind farm,"ALLETE, Inc."
57039,57039,WY,Albany,41.7244,-105.9906,McFadden Ridge,2009,WIND,35.2,,wind farm,PacifiCorp
57040,57040,WY,Albany,41.675052,-106.011124,High Plains,2009,WIND,122.1,,wind farm,PacifiCorp
57044,57044,PA,Tioga,41.7619,-76.8553,Armenia Mountain Wind Farm,2009,WIND,100.5,,wind farm,ALLETE Clean Energy
57045,57045,SD,Hand,44.477778,-99.133889,Rolling Thunder Wind Farm Hybrid,2009,WIND,25.0,,wind farm,AE Power Services LLC
57047,57047,MN,Nobles,43.7036,-95.7131,Nobles Wind Project,2010,WIND,201.0,,wind farm,Northern States Power Co - Minnesota
57048,57048,ND,McIntosh,46.1075,-99.0592,Merricourt Wind Energy Center,2020,WIND,150.0,,wind farm,Otter Tail Power Co
57049,57049,MT,Toole,48.51,-112.1097,NaturEner Glacier Wind Energy 1,2008,WIND,106.5,,wind farm,NaturEner Glacier Wind Energy 1 LLC
57050,57050,MT,Toole,48.5333,-112.1847,NaturEner Glacier Wind Energy 2,2009,WIND,103.5,,wind farm,NaturEner Glacier Wind Energy 2 LLC
57078,57078,NY,Erie,42.8072,-78.8617,Steel Winds II,2012,WIND,15.0,,wind farm,"Evergreen Wind, LLC"
57079,57079,UT,Beaver,38.53569,-112.935,Milford Wind Corridor I LLC,2009,WIND,203.5,,wind farm,"Milford Wind Corridor Phase I, LLC (Longroad)"
57080,57080,VT,Caledonia,44.67598,-72.1013,Sheffield Wind,2011,WIND,40.0,,wind farm,"Evergreen Wind, LLC"
57082,57082,HI,Maui,20.79467,-156.536,Kaheawa Wind Power II LLC,2012,WIND,21.0,,wind farm,"Evergreen Wind, LLC"
57083,57083,ME,Hancock,44.723056,-68.2425,Bull Hill Wind Project,2012,WIND,34.5,,wind farm,"Evergreen Wind, LLC"
57087,57087,HI,Honolulu,21.68097,-157.975,Kahuku Wind Power LLC,2011,WIND,30.0,,wind farm,"Evergreen Wind, LLC"
57090,57090,WY,Converse,43.01455,-105.999,Campbell Hill Windpower,2009,WIND,99.0,,wind farm,Duke Energy Renewables Services
57091,57091,WY,Laramie,41.12968,-105.024,Silver Sage Windpower,2009,WIND,42.0,,wind farm,Duke Energy Renewables Services
57093,57093,WY,Natrona,42.884703,-106.221442,Casper Wind Farm,2009,WIND,17.0,,wind farm,Chevron USA
57094,57094,IL,Livingston,40.9969,-88.49,Streator Cayuga Ridge South,2010,WIND,300.0,,wind farm,Avangrid Power LLC
57095,57095,TX,Kenedy,27.122529,-97.557372,Penascal II Wind Project LLC,2010,WIND,201.6,,wind farm,Avangrid Power LLC
57096,57096,OR,Sherman,45.51,-120.48,Star Point Wind Project LLC,2010,WIND,98.7,,wind farm,Avangrid Power LLC
57097,57097,ND,Pierce,48.4968,-99.9513,Rugby Wind Power Project,2009,WIND,149.0,,wind farm,Avangrid Power LLC
57098,57098,AZ,Navajo,34.6596,-110.2842,Dry Lake Wind LLC,2009,WIND,63.0,,wind farm,Avangrid Power LLC
57106,57106,NM,Quay,35.17,-103.74,Mesalands Comm College Wind Turbine,2008,WIND,1.5,,wind farm,Mesalands Community College
57107,57107,UT,Beaver,38.58523,-112.931,Milford Wind Corridor Stage II LLC,2011,WIND,102.0,,wind farm,Milford Wind Corridor Stage II LLC
57108,57108,OK,Caddo,34.8217,-98.4525,Blue Canyon Windpower V LLC,2009,WIND,99.0,,wind farm,Blue Canyon Windpower V LLC
57109,57109,IN,White,40.6275,-86.935,Meadow Lake Wind Farm LLC,2009,WIND,199.7,,wind farm,Meadow Lake Wind Farm LLC
57110,57110,IL,Livingston,41.1508,-88.6233,Blackstone Wind Farm LLC,2009,WIND,106.0,,wind farm,Blackstone Wind Farm LLC
57111,57111,IA,Dickinson,43.3456,-95.3233,Lost Lakes Wind Farm LLC,2009,WIND,100.0,,wind farm,Lost Lakes Wind Farm LLC
57112,57112,IN,White,40.6431,-87.0242,Meadow Lake Wind Farm II LLC,2010,WIND,102.3,,wind farm,Meadow Lake Wind Farm II LLC
57113,57113,IL,Livingston,41.1406,-88.53,Blackstone Wind Farm II LLC,2010,WIND,200.0,,wind farm,Blackstone Wind Farm II LLC
57115,57115,IN,White,40.5986,-87.0194,Meadow Lake Wind Farm III LLC,2010,WIND,103.5,,wind farm,Meadow Lake Wind Farm III LLC
57116,57116,WI,Lafayette,42.673333,-90.265277,Quilt Block Wind Farm LLC,2017,WIND,98.0,,wind farm,Quilt Block Wind Farm LLC
57118,57118,KS,Kiowa,37.5499,-99.3444,Greensburg,2010,WIND,12.5,,wind farm,"Greensburg Wind Farm, LLC"
57120,57120,ND,Burleigh,47.1333,-100.7011,Wilton Wind II LLC,2009,WIND,49.5,,wind farm,Wilton Wind II LLC
57121,57121,ND,Steele,47.292437,-97.931692,Ashtabula Wind II LLC,2009,WIND,120.0,,wind farm,Ashtabula Wind II LLC
57124,57124,ID,Twin Falls,42.825278,-115.010833,Payne's Ferry,2010,WIND,21.0,,wind farm,Idaho Wind Partners 1 LLC
57125,57125,ID,Elmore,42.811944,-115.048889,Camp Reed,2010,WIND,22.5,,wind farm,Idaho Wind Partners 1 LLC
57126,57126,ID,Twin Falls,42.770833,-114.988611,Yahoo Creek,2010,WIND,21.0,,wind farm,Idaho Wind Partners 1 LLC
57130,57130,ME,Waldo,44.4967,-69.35,Beaver Ridge Wind,2008,WIND,4.5,,wind farm,CPV Beaver Ridge Wind LLC
57131,57131,MI,Missaukee,44.19,-85.2983,Stoney Corners Wind Farm,2009,WIND,60.0,,wind farm,DTE Sustainable Generation
57135,57135,IL,Bureau,41.599167,-89.456111,Big Sky Wind LLC,2011,WIND,239.4,,wind farm,Big Sky Wind LLC
57136,57136,ID,Twin Falls,42.8925,-115.0164,Tuana Springs,2010,WIND,16.8,,wind farm,"Tuana Springs Energy, LLC"
57137,57137,OR,Umatilla,45.943,-118.591,Eurus Combine Hills Turbine Ranch 2,2010,WIND,66.1,,wind farm,Eurus Combine Hills II LLC
57139,57139,PA,Cambria,40.3042,-78.6908,Cambria Wind LLC,2009,WIND,62.5,,wind farm,Exus Pennsylvania Wind Holdings
57151,57151,WV,Greenbrier,38.0878,-80.4925,Beech Ridge Energy LLC,2010,WIND,100.5,,wind farm,Invenergy Services LLC
57152,57152,WA,Klickitat,45.8131,-120.3475,Harvest Wind Project,2009,WIND,98.9,,wind farm,Harvest Wind Project TIC
57153,57153,TX,Tom Green,31.085435,-100.67882,Langford Wind Power,2009,WIND,150.0,,wind farm,Langford Wind Power LLC
57156,57156,TX,Jack,33.052226,-98.328415,Barton Chapel Wind Farm,2009,WIND,120.0,,wind farm,Avangrid Power LLC
57159,57159,WA,Klickitat,45.7269,-120.8339,Windy Flats Wind Project,2009,WIND,262.2,,wind farm,Windy Flats Partners LLC
57171,57171,ND,Bowman,46.245556,-103.767222,Cedar Hills Wind Farm,2010,WIND,19.5,,wind farm,Montana-Dakota Utilities Co
57174,57174,CO,Logan,40.756944,-102.743055,Colorado Highlands Wind,2012,WIND,96.1,,wind farm,Colorado Highlands Wind LLC
57176,57176,DE,Sussex,38.782931,-75.164903,University of Delaware Wind Turbine,2010,WIND,2.0,,wind farm,First State Marine Wind
57177,57177,IN,White,40.6778,-87.0328,Meadow Lake Wind Farm IV,2010,WIND,105.7,,wind farm,Meadow Lake Wind Farm IV LLC
57182,57182,PA,Lancaster,39.959167,-76.455555,PPL Frey Farm Landfill Wind,2011,WIND,3.2,,wind farm,"NextEra Renewable Fuels, LLC"
57187,57187,AK,Kodiak Island,57.7869,-152.4406,Pillar Mountain Wind Project Microgrid,2009,WIND,9.0,,wind farm,Kodiak Electric Assn Inc
57188,57188,WA,Kittitas,46.9547,-120.1819,Vantage Wind Energy LLC,2010,WIND,90.0,,wind farm,Invenergy Services LLC
57189,57189,MO,DeKalb,39.981389,-94.518056,Lost Creek Wind Energy Facility,2010,WIND,168.0,,wind farm,Pattern Operators LP
57192,57192,NV,White Pine,39.104167,-114.492222,Spring Valley Wind Project,2012,WIND,150.0,,wind farm,Pattern Operators LP
57194,57194,SD,Day,45.215,-97.9056,Day County Wind LLC,2010,WIND,99.0,,wind farm,Day County Wind LLC
57195,57195,WA,Garfield,46.524167,-117.821666,Lower Snake River Wind Energy Project,2012,WIND,342.7,,wind farm,Puget Sound Energy Inc
57198,57198,MN,Freeborn,43.724596,-93.450429,Bent Tree Wind Farm Phase 1,2011,WIND,201.3,,wind farm,Wisconsin Power & Light Co
57199,57199,WI,Columbia,43.563889,-89.148056,Glacier Hills,2011,WIND,162.0,,wind farm,Wisconsin Electric Power Co
57201,57201,CA,Solano,38.163581,-121.79661,FPL Energy Montezuma Winds LLC,2010,WIND,36.8,,wind farm,FPL Energy Montezuma Wind
57210,57210,CO,Weld,40.9475,-103.783889,Cedar Creek II,2011,WIND,248.3,,wind farm,AE Power Services LLC
57211,57211,ID,Bonneville,43.467057,-111.836381,Goshen Phase II,2010,WIND,124.5,,wind farm,AE Power Services LLC
57212,57212,TX,San Patricio,27.9958,-97.2967,Papalote Creek II LLC,2010,WIND,200.1,,wind farm,"Big Sky Wind, LLC"
57214,57214,IA,Bremer,42.7317,-92.4711,Waverly Community Wind Project,2001,WIND,2.7,,wind farm,Waverly Municipal Elec Utility
57239,57239,MD,Garrett,39.254444,-79.467222,Roth Rock Wind Farm LLC,2011,WIND,40.0,,wind farm,Roth Rock Wind Farm LLC
57240,57240,MD,Garrett,39.287222,-79.434444,"Roth Rock North Wind Farm, LLC",2011,WIND,10.0,,wind farm,Roth Rock Wind Farm LLC
57244,57244,CO,Kit Carson,39.3383,-102.3533,Kit Carson Windpower,2010,WIND,51.0,,wind farm,Duke Energy Renewables Services
57248,57248,MN,Martin,43.6825,-94.5892,Welcome Wind Turbine,2008,WIND,2.1,,wind farm,Federated Rural Electric Assn
57251,57251,IA,Kossuth,43.3839,-94.1475,Lakota Wind Wind Farm,2009,WIND,10.5,,wind farm,Iowa Lakes Electric Coop
57252,57252,IA,Dickinson,43.445,-94.980278,Iowa Lakes Superior Wind Farm,2009,WIND,10.5,,wind farm,Iowa Lakes Electric Coop
57253,57253,MA,Barnstable,41.6647,-70.5942,MA Military Reservation Wind Project,2009,WIND,4.5,,wind farm,Air Force Civil Engineer Center
57257,57257,IA,Emmet,43.385347,-94.815655,Iowa Lakes Community College Wind Farm,2005,WIND,1.7,,wind farm,Iowa Lakes Community College
57260,57260,TX,Webb,27.576111,-98.905278,Cedro Hill Wind LLC,2010,WIND,300.0,,wind farm,"Cedro Hill Wind, LLC"
57261,57261,OK,Dewey,35.855556,-98.968333,Taloga Wind LLC,2011,WIND,130.0,,wind farm,Taloga Wind LLC
57262,57262,NE,Boone,41.880278,-98.023889,Laredo Ridge Wind LLC,2011,WIND,79.9,,wind farm,Laredo Ridge Wind LLC
57263,57263,TX,Hutchinson,35.964272,-101.540238,Little Pringle I Wind Farm,2010,WIND,10.0,,wind farm,Everpoint Services Inc
57264,57264,TX,Hutchinson,35.924858,-101.541363,Little Pringle II Wind Farm,2010,WIND,10.0,,wind farm,Everpoint Services Inc
57268,57268,PA,Blair,40.522846,-78.476921,Chestnut Flats Wind Farm,2011,WIND,38.0,,wind farm,"EDF Renewable Asset Holdings, Inc."
57274,57274,MN,Grant,45.8033,-95.8844,Grant County Wind LLC,2010,WIND,21.0,,wind farm,"Grant County Wind, LLC"
57278,57278,NE,Knox,42.698333,-97.58,Crofton Bluffs Wind LLC,2012,WIND,40.0,,wind farm,"Crofton Bluffs Wind, LLC"
57282,57282,CA,Kern,35.033725,-118.353422,Alta Wind Energy Center I,2011,WIND,150.0,,wind farm,"Alta Wind I, LLC"
57283,57283,NE,Richardson,40.0011,-95.9289,Flat Water Wind Farm LLC,2010,WIND,60.0,,wind farm,Flat Water Wind Farm LLC
57284,57284,IL,Woodford,40.888611,-88.997222,Minonk Wind Farm,2012,WIND,200.0,,wind farm,Algonquin Power Co
57285,57285,PA,Blair,40.729207,-78.28735,Sandy Ridge Wind Farm,2012,WIND,50.0,,wind farm,Algonquin Power Co
57286,57286,OK,Woodward,36.333803,-99.480144,OU Spirit Wind Farm,2009,WIND,101.2,,wind farm,Oklahoma Gas & Electric Co
57287,57287,NY,Herkimer,43.112222,-74.878888,Hardscrabble Wind Power LLC,2011,WIND,74.0,,wind farm,Avangrid Power LLC
57289,57289,MN,Faribault,43.612222,-94.191944,Big Blue,2012,WIND,36.0,,wind farm,Big Blue Wind Farm LLC (MN)
57290,57290,CO,Logan,40.9881,-102.8969,Northern Colorado Wind LLC,2009,WIND,174.3,,wind farm,Northern Colorado Wind LLC
57291,57291,CA,Kern,35.023889,-118.295278,Alta Wind Energy Center II,2011,WIND,150.0,,wind farm,"Alta Wind II, LLC"
57292,57292,CA,Kern,35.023889,-118.295278,Alta Wind Energy Center III,2011,WIND,150.0,,wind farm,"Alta Wind III, LLC"
57293,57293,CA,Kern,35.008611,-118.242222,Alta Wind Energy Center IV,2011,WIND,102.0,,wind farm,"Alta Wind IV, LLC"
57294,57294,CA,Kern,35.008611,-118.242222,Alta Wind Energy Center V,2011,WIND,168.0,,wind farm,"Alta Wind V, LLC"
57296,57296,MN,Rice,44.461908,-93.156387,Carleton College,2004,WIND,3.2,,wind farm,Carleton College
57299,57299,WY,Carbon,42.043611,-106.160278,Dunlap,2010,WIND,129.5,,wind farm,PacifiCorp
57300,57300,MD,GARRETT,39.4047,-79.29,Criterion,2010,WIND,70.0,,wind farm,Criterion Power Partners LLC
57302,57302,CA,Riverside,33.9053,-116.5825,Garnet Wind Energy Center,2009,WIND,6.5,,wind farm,Terra-Gen Operating Co-Wind
57303,57303,TX,Mitchell,32.4375,-100.7444,Loraine Windpark Project LLC,2009,WIND,150.0,,wind farm,Loraine Windpower Project
57315,57315,CO,Lincoln,39.421787,-103.67814,Cedar Point Wind,2011,WIND,252.0,,wind farm,Cedar Point LLC
57319,57319,WA,Klickitat,45.9192,-120.3039,Big Horn Wind II,2011,WIND,50.0,,wind farm,Avangrid Power LLC
57320,57320,WA,Klickitat,45.9215,-120.2355,Juniper Canyon I Wind Project,2011,WIND,151.2,,wind farm,Avangrid Power LLC
57325,57325,IL,DeKalb,41.7678,-88.8867,FPL Energy Illinois Wind LLC Hybrid,2009,WIND,217.5,,wind farm,FPL Energy Illinois Wind LLC
57326,57326,TX,Moore,35.9454,-101.9005,Sunray Wind I,2009,WIND,49.5,,wind farm,Diamond Shamrock Refining Company LP
57327,57327,WY,Converse,42.9258,-105.7872,Top of the World Windpower Project,2010,WIND,200.0,,wind farm,Duke Energy Renewables Services
57332,57332,OK,Dewey,36.035,-98.722222,Crossroads Wind Farm,2012,WIND,227.5,,wind farm,Oklahoma Gas & Electric Co
57333,57333,OR,Gilliam,45.651,-120.2598,Leaning Juniper Wind Power II,2011,WIND,199.2,,wind farm,Avangrid Power LLC
57342,57342,IL,McLean,40.590833,-89.046666,White Oak Energy LLC,2011,WIND,150.0,,wind farm,White Oak Energy LLC
57346,57346,OK,Roger Mills,35.4642,-99.8983,Elk City LLC,2009,WIND,198.1,,wind farm,Elk City LLC
57347,57347,ND,Burleigh,47.1133,-100.7086,Baldwin Wind LLC,2010,WIND,102.4,,wind farm,Baldwin Wind LLC
57351,57351,MN,Pipestone,43.9811,-96.4269,Uilk Wind LLC,2010,WIND,4.5,,wind farm,RENEW Energy Inc
57354,57354,ME,Knox,44.094167,-68.865833,Fox Island Wind LLC,2009,WIND,4.5,,wind farm,Fox Island Wind LLC
57357,57357,NM,Sandoval,35.2689,-107.3828,Red Mesa Wind LLC,2010,WIND,102.4,,wind farm,Red Mesa Wind LLC
57358,57358,OK,Woodward,36.276111,-99.490833,Keenan II Renewable Energy Co LLC,2010,WIND,151.8,,wind farm,CPV Keenan II Renewable Energy Co LLC
57374,57374,MN,Jackson,43.675,-95.156666,Lakefield Wind Project LLC,2011,WIND,205.5,,wind farm,"EDF Renewable Asset Holdings, Inc."
57375,57375,MN,Meeker,44.916944,-94.735555,Adams Wind Generations LLC,2011,WIND,20.0,,wind farm,"BEAM US, LLC"
57379,57379,AZ,Navajo,34.6062,-110.1734,"Poseidon Wind, LLC",2010,WIND,65.1,,wind farm,"Axium Arizona Renewables, LLC"
57380,57380,MA,Berkshire,42.7297,-73.0236,New England Wind LLC,2012,WIND,28.5,,wind farm,Avangrid Power LLC
57385,57385,MN,Lincoln,44.245556,-96.406389,Community Wind North LLC,2011,WIND,30.0,,wind farm,Northern States Power Co - Minnesota
57386,57386,MN,Pipestone,44.018889,-96.065277,Ridgewind,2011,WIND,25.3,,wind farm,Ridgewind Power Partners LLC
57387,57387,ND,Barnes,47.1242,-97.8956,Ashtabula Wind III LLC,2010,WIND,62.4,,wind farm,Otter Tail Power Co
57396,57396,MN,Meeker,45.071667,-94.752222,Danielson Wind Farms LLC,2011,WIND,20.0,,wind farm,"BEAM US, LLC"
57414,57414,MA,Barnstable,41.6083,-70.6089,Notus Wind 1,2010,WIND,1.7,,wind farm,Notus Clean Energy LLC
57415,57415,TX,Pecos,30.772575,-102.505808,Sherbino II,2011,WIND,132.0,,wind farm,Sherbino II Wind Farm LLC
57417,57417,IA,Delaware,42.583889,-91.370833,Elk Wind Farm,2011,WIND,40.8,,wind farm,Greenbacker Renewable Energy Corporation
57421,57421,MI,Gratiot,43.433889,-84.4975,Gratiot Wind Park,2011,WIND,102.0,,wind farm,DTE Electric Company
57424,57424,SD,Brookings,44.5281,-96.6267,Buffalo Ridge II LLC,2010,WIND,210.0,,wind farm,Avangrid Power LLC
57427,57427,ID,Elmore,43.037147,-115.439731,Ryegrass Windfarm,2012,WIND,23.0,,wind farm,"Mountain Air Projects, LLC"
57428,57428,ID,Elmore,43.006133,-115.463289,Hammett Hill Windfarm,2012,WIND,23.0,,wind farm,"Mountain Air Projects, LLC"
57429,57429,ID,Elmore,43.04835,-115.412886,Mainline Windfarm,2012,WIND,23.0,,wind farm,"Mountain Air Projects, LLC"
57430,57430,ID,Elmore,43.056622,-115.452025,Desert Meadow Windfarm,2012,WIND,23.0,,wind farm,"Mountain Air Projects, LLC"
57431,57431,ID,Elmore,43.028056,-115.400469,Cold Springs Windfarm,2012,WIND,23.0,,wind farm,"Mountain Air Projects, LLC"
57432,57432,MN,Steele,43.920556,-93.140555,Oak Glen Wind Farm,2011,WIND,44.0,,wind farm,Minnesota Municipal Power Agny
57434,57434,MN,Murray,43.902753,-96.021744,Valley View Transmission LLC,2011,WIND,10.0,,wind farm,Consolidated Edison Development Inc.
57444,57444,ID,Elmore,43.033781,-115.482592,Two Ponds Windfarm,2012,WIND,23.0,,wind farm,"Mountain Air Projects, LLC"
57447,57447,WV,Barbour,39.0072,-79.8866,Laurel Mountain Hybrid,2011,WIND,97.6,,wind farm,AES Distributed Energy
57449,57449,OH,Van Wert,40.931515,-84.561824,Blue Creek Wind Project,2011,WIND,302.0,,wind farm,Avangrid Power LLC
57459,57459,CA,Riverside,33.8816,-116.5527,Mountain View IV,2012,WIND,49.0,,wind farm,AES Distributed Energy
57463,57463,IL,Henry,41.215278,-90.120833,Bishop Hill Energy LLC,2012,WIND,200.0,,wind farm,SunEdison LLC
57468,57468,IA,Winnebago,43.3192,-93.8836,Crystal Lake 3 LLC,2009,WIND,66.0,,wind farm,Crystal Lake 3 LLC
57469,57469,IA,Hardin,42.224436,-93.373625,Garden Wind LLC,2009,WIND,150.0,,wind farm,Garden Wind LLC
57474,57474,TX,Crosby,33.661111,-101.39,Ralls Wind Farm,2011,WIND,10.0,,wind farm,Ralls Wind Farm LLC
57484,57484,CA,Kern,34.9349,-118.4612,Manzana Wind LLC,2012,WIND,189.0,,wind farm,Avangrid Power LLC
57493,57493,IL,Iroquois,40.694444,-87.570833,Settlers Trail Wind Farm LLC,2011,WIND,150.4,,wind farm,"Big Sky Wind, LLC"
57500,57500,IA,Marshall,41.883333,-92.933333,Laurel Wind Farm,2011,WIND,123.4,,wind farm,MidAmerican Energy Co
57501,57501,IA,Cass,41.1973,-94.7744,Rolling Hills Wind Farm,2011,WIND,484.2,,wind farm,MidAmerican Energy Co
57514,57514,CA,Imperial,32.752778,-116.044722,Ocotillo Express LLC,2012,WIND,265.4,,wind farm,Pattern Operators LP
57517,57517,TX,Hansford,36.498514,-101.605278,DeWind Frisco,2012,WIND,20.0,,wind farm,DeWind Co.
57520,57520,TX,Young,33.383611,-98.711944,Trinity Hills,2011,WIND,198.0,,wind farm,Trinity Hills Wind Farm LLC
57526,57526,OR,Gilliam,45.731611,-120.083466,North Hurlburt Wind LLC,2012,WIND,265.0,,wind farm,Caithness Shepherds Flat LLC
57529,57529,HI,Honolulu,21.610278,-158.040833,Kawailoa Wind,2012,WIND,69.0,,wind farm,Kawailoa Wind LLC
57530,57530,WA,Whitman,47.155833,-117.364444,Palouse,2012,WIND,105.3,,wind farm,Onward Energy
57531,57531,ME,Piscataquis,45.103333,-69.761944,Bingham Wind,2016,WIND,186.0,,wind farm,Onward Energy
57547,57547,MN,Winona,44.1125,-91.924722,Winona County Wind LLC,2011,WIND,1.5,,wind farm,Winona County Wind LLC
57549,57549,OR,Gilliam,45.706262,-120.079987,South Hurlburt Wind LLC,2012,WIND,290.0,,wind farm,Caithness Shepherds Flat LLC
57550,57550,OR,Gilliam,45.58555,-120.008249,Horseshoe Bend Wind LLC,2012,WIND,290.0,,wind farm,Caithness Shepherds Flat LLC
57553,57553,WI,Brown,44.3481,-87.9278,Shirley Wind,2010,WIND,20.0,,wind farm,Duke Energy Renewables Services
57568,57568,ME,Oxford,44.633611,-70.627777,Record Hill Wind,2012,WIND,50.6,,wind farm,Record Hill Wind LLC
57570,57570,OH,Van Wert,40.905833,-84.570277,Cooper Farms VW Project,2012,WIND,4.5,,wind farm,Cooper Hatchery Inc.
57578,57578,OR,Sherman,45.613061,-120.616906,PaTu Wind Farm LLC,2010,WIND,9.0,,wind farm,PaTu Wind Farm LLC
57586,57586,CA,Solano,38.169444,-121.846944,Shiloh III Wind Project LLC,2011,WIND,102.5,,wind farm,"EDF Renewable Asset Holdings, Inc."
57590,57590,OK,Grady,35.280278,-97.975556,"Minco Wind I, LLC",2010,WIND,99.2,,wind farm,"FPLE Wind, LLC"
57593,57593,NE,Custer,41.454722,-99.568056,Broken Bow Wind LLC,2012,WIND,79.9,,wind farm,Broken Bow Wind LLC
57594,57594,CA,San Joaquin,37.6167,-121.3564,Teichert Materials-Teichert Vernalis,2010,WIND,1.0,,wind farm,"Foundation HA Energy Generation, LLC"
57595,57595,WV,Mineral,39.445,-79.03,Pinnacle Wind Force LLC,2011,WIND,53.7,,wind farm,"Pinnacle Wind, LLC"
57609,57609,IA,Crawford,42.159722,-95.439722,New Harvest Wind Project LLC,2011,WIND,100.0,,wind farm,Avangrid Power LLC
57613,57613,OH,Cuyahoga,41.584444,-81.525555,LE Wind Turbine 1,2011,WIND,2.5,,wind farm,Lincoln Electric Company
57614,57614,KS,Coffey,38.256944,-95.814166,Waverly Wind Farm LLC,2016,WIND,199.0,,wind farm,Waverly Wind Farm LLC
57616,57616,OK,Caddo,34.910361,-98.5599,Blue Canyon Windpower VI LLC,2011,WIND,99.8,,wind farm,Blue Canyon Windpower VI LLC
57617,57617,TX,Hidalgo,26.465556,-98.411111,Hidalgo Wind Farm LLC,2016,WIND,250.0,,wind farm,Hidalgo Wind Farm LLC
57620,57620,OH,Paulding,41.025278,-84.779166,Paulding Wind Farm II,2011,WIND,99.0,,wind farm,Paulding Wind Farm II LLC
57621,57621,CA,Kern,35.0775,-118.218333,Rising Tree Wind Farm,2015,WIND,79.2,,wind farm,Rising Tree Wind Farm LLC
57623,57623,IL,McLean,40.701241,-88.701054,Bright Stalk Wind Farm I,2019,WIND,205.2,,wind farm,Lexington Chenoa Wind Farm LLC
57626,57626,CA,San Joaquin,37.714167,-121.521666,Foundation ST,2011,WIND,2.0,,wind farm,"Foundation HA Energy Generation, LLC"
57628,57628,IN,White,40.716111,-87.021111,Meadow Lake Wind Farm V LLC,2017,WIND,100.0,,wind farm,Meadow Lake Wind Farm V LLC
57631,57631,IA,Adair,41.3931,-94.4447,Wolverine,2010,WIND,1.5,,wind farm,"Wolverine Wind Energy, LLC"
57632,57632,IA,Adair,41.2258,-94.4406,Bulldog,2010,WIND,1.5,,wind farm,"Bulldog Wind Energy, LLC"
57635,57635,WA,Klickitat,45.744171,-120.783568,Linden Wind Energy Project,2010,WIND,50.0,,wind farm,Los Angeles Department of Water & Power
57639,57639,KS,Ford,37.81828,-99.7754,Ironwood Wind,2012,WIND,167.9,,wind farm,Duke Energy Renewables Services
57643,57643,CO,Pueblo,38.1728,-104.62,"Vestas Towers America, Inc.",2010,WIND,1.8,,wind farm,"CS Wind America, Inc."
57644,57644,MN,Rock,43.828217,-96.321567,Prairie Rose Wind Farm,2012,WIND,200.0,,wind farm,"Enel Green Power NA, Inc."
57648,57648,NY,Ontario,42.886944,-76.968333,Henkel U.S. Operations Corporation,2012,WIND,3.4,,wind farm,Henkel U.S. Operations Corporation
57649,57649,MN,Martin,43.6848,-94.8799,Elm Creek Wind II LLC,2010,WIND,148.8,,wind farm,Avangrid Power LLC
57663,57663,KS,Gray,37.90133,-100.372,Cimarron Windpower II,2012,WIND,131.0,,wind farm,Duke Energy Renewables Services
57675,57675,IL,Iroquois,40.46405,-88.021517,"Pioneer Trail Wind Farm, LLC",2011,WIND,150.4,,wind farm,"Big Sky Wind, LLC"
57678,57678,KS,Ellsworth,38.841667,-98.299444,"Post Rock Wind Power Project, LLC",2012,WIND,201.0,,wind farm,Pattern Operators LP
57700,57700,CA,Contra Costa,37.790833,-121.718055,Vasco Winds,2011,WIND,78.2,,wind farm,"Vasco Winds, LLC"
57701,57701,CA,Solano,38.116667,-121.821944,Montezuma Wind II,2012,WIND,78.2,,wind farm,"NextEra Energy Montezuma Wind II, LLC"
57721,57721,MA,Berkshire,42.586667,-73.275,Berkshire Wind Power Project,2011,WIND,19.6,,wind farm,Massachusetts Mun Wholes Electric Co
57725,57725,CA,Solano,38.137488,-121.855342,Shiloh IV Wind Project LLC,2012,WIND,102.5,,wind farm,"EDF Renewable Asset Holdings, Inc."
57732,57732,MN,Stevens,45.5897,-95.877033,UMM Wind Turbine,2011,WIND,1.7,,wind farm,University of Minnesota Morris Campus
57744,57744,PA,Lycoming,41.5323,-77.0296,Laurel Hill Wind,2012,WIND,69.0,,wind farm,Duke Energy Renewables Services
57748,57748,MT,Meagher,46.411944,-110.337777,Gordon Butte Wind LLC,2012,WIND,17.7,,wind farm,Gordon Butte Wind LLC
57749,57749,ID,Elmore,42.982222,-115.393333,Sawtooth Wind Project,2011,WIND,22.4,,wind farm,Idaho Winds LLC
57751,57751,TX,Cameron,26.33072,-97.5857,Los Vientos Wind 1A,2012,WIND,200.0,,wind farm,Duke Energy Renewables Services
57752,57752,TX,Cameron,26.34892,-97.6668,Los Vientos Wind 1B,2012,WIND,201.6,,wind farm,Duke Energy Renewables Services
57755,57755,NE,Boone,41.864583,-97.961194,TPW Petersburg,2011,WIND,40.5,,wind farm,TPW Petersburg LLC
57756,57756,WA,Grays Harbor,46.793581,-124.065412,Coastal Energy Project,2010,WIND,6.0,,wind farm,Coastal Community Action Program
