objectid,descripcion,numero,municipio,municipio_ine,provincia,provincia_data,cuenca,poligono_industrial,mw,minetur,tecnologia,avistamiento,alta,baja,fecha_mod,longitude,latitude
781,"P.E. HOYA GONZALO ",1,"ALBACETE Hoya-Gonzalo",INE020404,"Albacete","ALBACETE","RIO JUCAR","",49.5,RE-002157,Eólica,b.2.1,2006-12-29,,2025-05-22,-1.5672219999999293,38.96722200000011
782,"P. E. MORRABLANCAR",1,"ALBACETE Hoya-Gonzalo",INE020404,"Albacete","ALBACETE","RIO JUCAR","",13.2,RE-003938,Eólica,b.2.1,2003-08-21,,2025-05-22,-1.5683329999999271,38.96750000000006
793,"AEROGENERADOR 225 KW LEZUZA",1,"ALBACETE Lezuza",INE020432,"Albacete","ALBACETE","RIO JUCAR","",0.225,RE-112562,Eólica,b.2.1,2017-10-01,,2025-05-22,-2.278218999999966,38.90636900000013
794,"P.E. LEZUZA",1,"ALBACETE Lezuza",INE020432,"Albacete","ALBACETE","RIO JUCAR","",30,RE-003049,Eólica,b.2.1,2009-04-20,,2025-05-22,-2.343888999999917,38.92611100000004
795,"P.E.MINGORRUBIO",1,"ALBACETE Lezuza",INE020432,"Albacete","ALBACETE","RIO JUCAR","",25,RE-004097,Eólica,b.2.1,2009-03-27,,2025-05-22,-2.322221999999961,38.938333000000036
826,"P.E. MAJOGAZAS",3,"ALBACETE Masegoso",INE020479,"Albacete","ALBACETE","RIO JUCAR","",49.5,RE-002171 y 2 más,Eólica,b.2.1,2008-07-23,,2025-05-22,-2.3016669999999273,38.6844440000001
827,"P.E. BREÑA (FASES 1 Y 2)",2,"ALBACETE Masegoso",INE020479,"Albacete","ALBACETE","RIO JUCAR","",36,RE-002156 y 1 más,Eólica,b.2.1,2006-10-17,,2025-05-22,-2.3476749999998914,38.69283000000006
828,"P.E. MAJALES (FASES 1 Y 2 Y 3)",3,"ALBACETE Masegoso",INE020479,"Albacete","ALBACETE","RIO JUCAR","",49.5,RE-002155 y 2 más,Eólica,b.2.1,2006-10-17,,2025-05-22,-2.3592049999999536,38.70518400000001
829,"P.E. TORVISCAL",1,"ALBACETE Masegoso",INE020479,"Albacete","ALBACETE","RIO JUCAR","",24,RE-002154,Eólica,b.2.1,2006-06-20,,2025-05-22,-2.3398219999999634,38.7448620000001
848,"LA HERRADA",1,"ALBACETE Montealegre del Castillo",INE020518,"Albacete","ALBACETE","RIO SEGURA","",52,RE-114837,Eólica,b.2.1,2024-02-21,,2025-05-22,-1.3511939999999678,38.73463900000004
859,"P.E. MUNERA II",3,"ALBACETE Munera",INE020539,"Albacete","ALBACETE","RIO GUADIANA","",30.6,RE-002238 y 2 más,Eólica,b.2.1,2007-11-05,,2025-05-22,-2.6594439999999446,39.0338890000001
860,"P. E. MUNERA I",1,"ALBACETE Munera",INE020539,"Albacete","ALBACETE","RIO GUADIANA","",39.6,RE-002237,Eólica,b.2.1,2007-03-21,,2025-05-22,-2.465555999999905,39.04583300000012
889,"P. E. CAPIRUZA II (2ª fase de 26000 kw, 14/4/2004)",3,"ALBACETE Peñas de San Pedro",INE020609,"Albacete","ALBACETE","RIO JUCAR","",42,RE-002932 y 2 más,Eólica,b.2.1,2004-04-13,,2025-05-22,-1.980277999999946,38.75305600000011
891,"P.E.CERROBLANCO (1ªFASE)",3,"ALBACETE Peñascosa",INE020595,"Albacete","ALBACETE","RIO JUCAR","",48,RE-002158 y 2 más,Eólica,b.2.1,2007-02-08,,2025-05-22,-2.4088689999999415,38.72052900000014
892,"P. E. LA MUELA ",1,"ALBACETE Pétrola",INE020616,"Albacete","ALBACETE","RIO SEGURA","",45.54,RE-001439,Eólica,b.2.1,2000-09-26,,2025-05-22,-1.524468999999935,38.742994000000046
893,"P. E. LA CUERDA",1,"ALBACETE Pétrola",INE020616,"Albacete","ALBACETE","RIO SEGURA","",31.02,RE-001438,Eólica,b.2.1,2000-09-26,,2025-05-22,-1.5048629999999392,38.76895200000014
900,"P. E. DE POZO CAÑADA",1,"ALBACETE Pozo Cañada",INE029010,"Albacete","ALBACETE","RIO JUCAR","",24.42,RE-001997,Eólica,b.2.1,2001-01-25,,2025-05-22,-1.7355319999999412,38.774616000000044
901,"P.E. SABINA",2,"ALBACETE Pozohondo",INE020637,"Albacete","ALBACETE","RIO JUCAR","",48,RE-100287 y 1 más,Eólica,b.2.1,2008-12-04,,2025-05-22,-1.8488889999999234,38.656944000000124
902,"CERRO CALDERON",1,"ALBACETE Pozohondo",INE020637,"Albacete","ALBACETE","RIO JUCAR","",4,RE-113165,Eólica,b.2.1,2020-05-20,,2025-05-22,-1.903616999999899,38.70761600000006
903,"P.E. SIERRA QUEMADA",1,"ALBACETE Pozohondo",INE020637,"Albacete","ALBACETE","RIO JUCAR","",26.25,RE-002669,Eólica,b.2.1,2001-07-13,,2025-05-22,-1.9205559999999786,38.732222000000036
913,"P.E. ABUELA SANTA ANA FASE 1",2,"ALBACETE Pozo-Lorente",INE020642,"Albacete","ALBACETE","RIO JUCAR","",49.5,RE-051823 y 1 más,Eólica,b.2.1,2008-06-06,,2025-05-22,-1.4905559999999614,39.067778000000075
914,"P. E.  ATALAYA DE LA SOLANA (autorizados 39100 kw)",1,"ALBACETE Pozuelo",INE020655,"Albacete","ALBACETE","RIO JUCAR","",20.4,RE-002062,Eólica,b.2.1,2003-09-26,,2025-05-22,-2.0641669999999372,38.75222200000015
923,"P.E. DEHESICA",1,"ALBACETE Roda, La",INE020693,"Albacete","ALBACETE","RIO JUCAR","",28.5,RE-020521,Eólica,b.2.1,2007-12-21,,2025-05-22,-2.208227999999971,39.15732500000006
989,"P.E. SIERRA DEL BOQUERON",1,"ALBACETE Villa de Ves",INE020772,"Albacete","ALBACETE","RIO JUCAR","",22,RE-005089,Eólica,b.2.1,2005-10-19,,2025-05-22,-1.24249999999992,39.12555600000005
1073,"PARQUE EÓLICO LA SARGUILLA",1,"ALBACETE Villavaliente",INE020833,"Albacete","ALBACETE","RIO JUCAR","",1.67,RE-002242,Eólica,b.2.1,2004-09-30,,2025-05-22,-1.4577779999999676,39.12527800000004
2233,"PARQUE EÓLICO TACICA DE PLATA",2,"ALMERÍA Abla",INE040010,"Almerí­a","ALMERÍA","RIO ANDARAX","",26,RE-075959 y 1 más,Eólica,b.2.1,2007-12-13,,2025-05-22,-2.7575809999999508,37.16311200000011
2234,"PARQUE EÓLICO LOS JARALES",1,"ALMERÍA Abla",INE040010,"Almerí­a","ALMERÍA","RIO ANDARAX","",16,RE-100240,Eólica,b.2.1,2009-05-27,,2025-05-22,-2.780601999999928,37.182500000000054
2235,"PARQUE EÓLICO LAS LOMILLAS",1,"ALMERÍA Abrucena",INE040025,"Almerí­a","ALMERÍA","RIO ANDARAX","",12,RE-100150,Eólica,b.2.1,2009-05-27,,2025-05-22,-2.7888419999999376,37.184706000000126
2358,"PARQUE EOLICO DE ENIX",1,"ALMERÍA Enix",INE040412,"Almerí­a","ALMERÍA","RIO ANDARAX","",13.2,RE-001021,Eólica,b.2.1,1998-01-01,,2025-05-22,-2.62777799999994,36.91000000000009
2366,"P.E. COLMENAR II",1,"ALMERÍA Fiñana",INE040451,"Almerí­a","ALMERÍA","RIO ANDARAX","",28,RE-056652,Eólica,b.2.1,2007-12-13,,2025-05-22,-2.8167479999999308,37.177167000000054
2425,"PARQUE EÓLICO LAS PERDICES",1,"ALMERÍA Nacimiento",INE040656,"Almerí­a","ALMERÍA","RIO ANDARAX","",0.85,RE-063941,Eólica,b.2.1,2007-12-10,,2025-05-22,-2.6474999999999813,37.10472200000003
2426,"P.E.NACIMIENTO",2,"ALMERÍA Nacimiento",INE040656,"Almerí­a","ALMERÍA","RIO ANDARAX","",23.8,RE-075961 y 1 más,Eólica,b.2.1,2007-12-28,,2025-05-22,-2.687475999999959,37.15177000000007
2427,"PARQUE EÓLICO LOMA DE AYALA",1,"ALMERÍA Nacimiento",INE040656,"Almerí­a","ALMERÍA","RIO ANDARAX","",19.5,RE-100255,Eólica,b.2.1,2009-05-27,,2025-05-22,-2.6882279999999885,37.153814000000075
2453,"P.E. LA CERRADILLA I",2,"ALMERÍA Serón",INE040834,"Almerí­a","ALMERÍA","RIO ALMANZORA","",49.5,RE-023926 y 1 más,Eólica,b.2.1,2007-12-13,,2025-05-22,-2.5485829999999345,37.4227700000001
2454,"P.E.EOLICO SERON",2,"ALMERÍA Serón",INE040834,"Almerí­a","ALMERÍA","RIO ALMANZORA","",49.5,RE-075466 y 1 más,Eólica,b.2.1,2008-07-27,,2025-05-22,-2.553075999999981,37.42567600000003
2455,"P.E. SERON II",1,"ALMERÍA Serón",INE040834,"Almerí­a","ALMERÍA","RIO ALMANZORA","",10,RE-017789,Eólica,b.2.1,2008-05-21,,2025-05-22,-2.559936999999896,37.43088400000007
2456,"P.E. EL CARRASCAL 2",2,"ALMERÍA Serón",INE040834,"Almerí­a","ALMERÍA","RIO ALMANZORA","",28,RE-023923 y 1 más,Eólica,b.2.1,2007-12-18,,2025-05-22,-2.5597409999999785,37.432355000000086
2457,"P.E. LA CERRADILLA II",2,"ALMERÍA Serón",INE040834,"Almerí­a","ALMERÍA","RIO ALMANZORA","",22,RE-023922 y 1 más,Eólica,b.2.1,2007-12-15,,2025-05-22,-2.5500049999999046,37.43299400000008
2458,"P.E. EL CARRASCAL",2,"ALMERÍA Serón",INE040834,"Almerí­a","ALMERÍA","RIO ALMANZORA","",49.5,RE-023925 y 1 más,Eólica,b.2.1,2007-12-15,,2025-05-22,-2.5579979999998934,37.43654600000008
2473,"P.E. TIJOLA",1,"ALMERÍA Tíjola",INE040926,"Almerí­a","ALMERÍA","RIO ALMANZORA","",36,RE-075134,Eólica,b.2.1,2008-07-28,,2025-05-22,-2.5403939999998943,37.431463000000136
2478,"PARQUE EÓLICO TRES VILLAS",1,"ALMERÍA Tres Villas, Las",INE049011,"Almerí­a","ALMERÍA","RIO ANDARAX","",49.5,RE-100219,Eólica,b.2.1,2009-07-07,,2025-05-22,-2.739779999999909,37.148393000000056
2479,"PARQUE EOLICO LA NOGUERA",1,"ALMERÍA Turrillas",INE040947,"Almerí­a","ALMERÍA","RIO ANDARAX","",28.9,RE-100423,Eólica,b.2.1,2009-04-16,,2025-05-22,-2.2591669999999326,37.02444400000015
2482,"PARQUE EOLICO SANTA MARIA DE NIEVA FASE I",2,"ALMERÍA Vélez-Rubio",INE040998,"Almerí­a","ALMERÍA","RIO ALMANZORA","",48.5,RE-110004 y 1 más,Eólica,b.2.1,2012-09-21,,2025-05-22,-2.023055999999913,37.56527800000009
2557,"P.E. ELGEA-URKILLA",1,"ARABA/ÁLAVA Barrundia",INE010133,"Álava","ARABA/ÁLAVA","RIO EBRO","",32.3,RE-003932,Eólica,b.2.1,2003-09-24,,2025-05-22,-2.4717879999999397,42.964271000000046
2567,"JESUS MARIA MARQUINEZ MARQUINEZ",1,"ARABA/ÁLAVA Bernedo",INE010164,"Álava","ARABA/ÁLAVA","RIO EBRO","",0.005,RE-026998,Eólica,b.2.1,2008-07-23,,2025-05-22,-2.5427669999999845,42.727916000000064
2603,"P.E. DE  BADAIA",1,"ARABA/ÁLAVA Iruña Oka/Iruña de Oca",INE019015,"Álava","ARABA/ÁLAVA","RIO EBRO","",49.98,RE-006841,Eólica,b.2.1,2005-10-17,,2025-05-22,-2.8363889999999086,42.85000000000008
2661,"BODEGAS FERNANDEZ DE PIEROLA, S.L.",1,"ARABA/ÁLAVA Moreda de Álava/Moreda Araba",INE010395,"Álava","ARABA/ÁLAVA","RIO EBRO","",0.1,RE-112453,Eólica,b.2.1,2016-08-03,,2025-05-22,-2.4139339999999203,42.520629000000085
2672,"PARQUE EOLICO SIERRA ELGEA",4,"ARABA/ÁLAVA San Millán/Donemiliaga",INE010534,"Álava","ARABA/ÁLAVA","RIO EBRO","",26.97,RE-001474 y 3 más,Eólica,b.2.1,2000-11-20,,2025-05-22,-2.435840999999894,42.958528000000044
2688,"Instalaciones y Montajes Electricos DEL VALLE AGUAYO s.a.",1,"ARABA/ÁLAVA Vitoria-Gasteiz",INE010590,"Álava","ARABA/ÁLAVA","RIO EBRO","",0,RE-107694,Eólica,b.2.1,2011-11-01,,2025-05-22,-2.6597439999998835,42.911301000000016
2828,"P. E. SIERRA DE LOS LAGOS",1,"ASTURIAS Allande",INE330019,"Asturias","ASTURIAS","RIO NALON","",38.94,RE-001747,Eólica,b.2.1,2003-10-21,,2025-05-22,-6.662499999999966,43.29166700000014
2829,"P.E. SIERRA DE CARONDIO Y MURIELLOS",6,"ASTURIAS Allande",INE330019,"Asturias","ASTURIAS","RIO NAVIA","",50,RE-105717 y 5 más,Eólica,b.2.1,2011-01-31,,2025-05-22,-6.6902779999999895,43.35916700000012
2837,"P.E. BELMONTE",1,"ASTURIAS Belmonte de Miranda",INE330058,"Asturias","ASTURIAS","RIO NALON","",34.85,RE-003359,Eólica,b.2.1,2006-10-16,,2025-05-22,-6.279166999999988,43.28583300000002
2841,"P.E. DE PENOUTA",1,"ASTURIAS Boal",INE330077,"Asturias","ASTURIAS","RIO NAVIA","",5.95,RE-002245,Eólica,b.2.1,2004-05-31,,2025-05-22,-6.820832999999928,43.423056
2845,"P. E. PENA DEL CUERVO",1,"ASTURIAS Candamo",INE330100,"Asturias","ASTURIAS","RIO ALVARES","",20,RE-107457,Eólica,b.2.1,2011-11-09,,2025-05-22,-5.9533329999999225,43.52444400000014
2854,"PE EL CANDAL",1,"ASTURIAS Castropol",INE330175,"Asturias","ASTURIAS","RIO PORCIA","",38,RE-004237,Eólica,b.2.1,2012-10-10,,2025-05-22,-6.915555999999944,43.40194400000006
2855,"PARQUE EÓLICO ALTO DE ALBARA",1,"ASTURIAS Coaña",INE330181,"Asturias","ASTURIAS","ARROYO DE LA VEGA PINTO","",6,RE-004234,Eólica,b.2.1,2007-04-30,,2025-05-22,-6.765832999999891,43.53861100000004
2884,"P.E. SIERRA DEL ACEBO",1,"ASTURIAS Grandas de Salime",INE330273,"Asturias","ASTURIAS","RIO NAVIA","",17.82,RE-001746,Eólica,b.2.1,2004-01-27,,2025-05-22,-6.952499999999923,43.15805600000009
2885,"P.E. SIERRA DE LA CUESTA",1,"ASTURIAS Grandas de Salime",INE330273,"Asturias","ASTURIAS","RIO NAVIA","",7.92,RE-003739,Eólica,b.2.1,2003-04-28,,2025-05-22,-6.826388999999943,43.225556000000076
2908,"P.E. EL CORDEL Y VIDURAL",2,"ASTURIAS Navia",INE330411,"Asturias","ASTURIAS","RIO NAVIA","",36.75,RE-113281 y 1 más,Eólica,b.2.1,2021-01-12,,2025-05-22,-6.649474999999898,43.48966900000011
2935,"P.E. SIERRA DE BODENAYA",1,"ASTURIAS Salas",INE330595,"Asturias","ASTURIAS","RIO NALON","",18,RE-002645,Eólica,b.2.1,2005-01-31,,2025-05-22,-6.291828999999922,43.403113000000126
2936,"P.E. CURISCAO FASE 1",4,"ASTURIAS Salas",INE330595,"Asturias","ASTURIAS","RIO NALON","",49.3,RE-004226 y 3 más,Eólica,b.2.1,2007-07-18,,2025-05-22,-6.297522999999882,43.460403000000056
2937,"P.E. SIERRA DE LOS BAOS Y PUMAR FASE 1",4,"ASTURIAS Salas",INE330595,"Asturias","ASTURIAS","RIO UNCIN","",39.95,RE-004227 y 3 más,Eólica,b.2.1,2007-07-31,,2025-05-22,-6.267918999999961,43.50001700000013
2940,"PARQUE EOLICO A XUNQUEIRA",2,"ASTURIAS San Tirso de Abres",INE330637,"Asturias","ASTURIAS","RIO EO","",9,RE-110351 y 1 más,Eólica,b.2.1,2012-11-23,,2025-05-22,-7.14861099999995,43.41277800000003
2961,"P.E. SIERRA DE TINEO",1,"ASTURIAS Tineo",INE330735,"Asturias","ASTURIAS","RIO ESVA","",44,RE-075962,Eólica,b.2.1,2009-04-30,,2025-05-22,-6.389721999999947,43.38111100000002
2962,"PARQUE EOLICO PICO GALLO",1,"ASTURIAS Tineo",INE330735,"Asturias","ASTURIAS","RIO NALON","",24.42,RE-001744,Eólica,b.2.1,2001-11-01,,2025-05-22,-6.2405559999999305,43.4202780000001
2963,"P.E. CAPIECHAMARTIN",1,"ASTURIAS Tineo",INE330735,"Asturias","ASTURIAS","RIO ESVA","",34.125,RE-113282,Eólica,b.2.1,2021-01-29,,2025-05-22,-6.596602999999945,43.454227000000074
2967,"P.E. DE BUSECO",2,"ASTURIAS Valdés",INE330349,"Asturias","ASTURIAS","RIO NEGRO","",50,RE-113587 y 1 más,Eólica,b.2.1,2021-11-05,,2025-05-22,-6.6382639999999355,43.44052700000001
2972,"PARQUE EOLICO LA BOBIA - SAN ISIDRO",1,"ASTURIAS Villanueva de Oscos",INE330753,"Asturias","ASTURIAS","RIO NAVIA","",49.3,RE-001745,Eólica,b.2.1,2002-05-02,,2025-05-22,-6.924166999999946,43.35694400000008
2973,"P.E. CHAO DAS GRALLAS",2,"ASTURIAS Villanueva de Oscos",INE330753,"Asturias","ASTURIAS","RIO PORCIA","",28,RE-004230 y 1 más,Eólica,b.2.1,2008-12-17,,2025-05-22,-6.8624999999999305,43.461944000000045
2974,"PE INVESTIGACION DE VILLANUEVA",1,"ASTURIAS Villanueva de Oscos",INE330753,"Asturias","ASTURIAS","RIO EO","",6,RE-111694,Eólica,b.2.1,2013-06-11,,2025-05-22,-7.048055999999931,43.48361100000013
2980,"P.E. VERDIGUEIRO",1,"ASTURIAS Villayón",INE330772,"Asturias","ASTURIAS","RIO NAVIA","",36.75,RE-113385,Eólica,b.2.1,2021-05-12,,2025-05-22,-6.724818999999918,43.34281400000005
2981,"PARQUE EOLICO EL SEGREDAL",1,"ASTURIAS Villayón",INE330772,"Asturias","ASTURIAS","RIO NEGRO","",36,RE-110455,Eólica,b.2.1,2012-11-26,,2025-05-22,-6.656388999999931,43.43972200000007
2982,"P.E. PANONDRES",1,"ASTURIAS Villayón",INE330772,"Asturias","ASTURIAS","RIO NAVIA","",21,RE-004229,Eólica,b.2.1,2020-12-16,,2025-05-22,-6.649817999999878,43.48674300000008
3013,"PE VALDIHUELO",1,"ÁVILA Ávila",INE050198,"Ávila","ÁVILA","RIO DUERO","",16.15,RE-106586,Eólica,b.2.1,2011-08-09,,2025-05-22,-4.483730999999966,40.631452000000074
3014,"PARQUE EOLICO DE AVILA",1,"ÁVILA Ávila",INE050198,"Ávila","ÁVILA","RIO DUERO","",11.88,RE-001578,Eólica,b.2.1,2000-07-07,,2025-05-22,-4.417538999999929,40.71559500000004
3141,"P.E.VALPARDO",1,"ÁVILA Navalperal de Pinares",INE051619,"Ávila","ÁVILA","RIO TAJO","",21.25,RE-008508,Eólica,b.2.1,2006-04-05,,2025-05-22,-4.419999999999918,40.63277800000004
3145,"PARQUE EOLICO NAVAS DEL MARQUES",1,"ÁVILA Navas del Marqués, Las",INE051683,"Ávila","ÁVILA","RIO TAJO","",10.56,RE-002518,Eólica,b.2.1,2002-02-28,,2025-05-22,-4.319293999999972,40.63179900000011
3146,"PARQUE EOLICO ALTOS DE CARTAGENA",2,"ÁVILA Navas del Marqués, Las",INE051683,"Ávila","ÁVILA","RIO DUERO","",38.28,RE-000260 y 1 más,Eólica,b.2.1,2001-12-27,,2025-05-22,-4.38632799999992,40.63471400000009
3149,"PARQUE EOLICO OJOS ALBOS",1,"ÁVILA Ojos-Albos",INE051738,"Ávila","ÁVILA","RIO DUERO","",14.52,RE-001299,Eólica,b.2.1,2000-04-24,,2025-05-22,-4.499310999999969,40.70754400000004
3163,"Lanchal",4,"ÁVILA San Juan de la Nava",INE052119,"Ávila","ÁVILA","RIO DUERO","",44.2,RE-107763 y 3 más,Eólica,b.2.1,2011-12-07,,2025-05-22,-4.720277999999955,40.49638900000012
3164,"P.E. CABEZA DE MESA",2,"ÁVILA San Juan del Olmo",INE052130,"Ávila","ÁVILA","RIO DUERO","",37.6,RE-000106 y 1 más,Eólica,b.2.1,2010-06-11,,2025-05-22,-5.009768999999942,40.63778800000006
3173,"PARQUE EOLICO CRUZ DE HIERRO",2,"ÁVILA Santa María del Cubillo",INE059029,"Ávila","ÁVILA","RIO DUERO","",28.77,RE-001297 y 1 más,Eólica,b.2.1,2000-04-24,,2025-05-22,-4.4588429999999315,40.711131000000066
3174,"P.E. ALDEAVIEJA",1,"ÁVILA Santa María del Cubillo",INE059029,"Ávila","ÁVILA","RIO DUERO","",14.52,RE-001298,Eólica,b.2.1,2000-04-24,,2025-05-22,-4.472421999999929,40.7179100000001
3175,"AMPLIACION CRUZ DE HIERRO",1,"ÁVILA Santa María del Cubillo",INE059029,"Ávila","ÁVILA","RIO DUERO","",6.6,RE-001712,Eólica,b.2.1,2004-06-30,,2025-05-22,-4.469721999999912,40.71972200000006
3186,"P.E. COLLADILLO",1,"ÁVILA Valdecasa",INE052525,"Ávila","ÁVILA","RIO DUERO","",30.6,RE-000105,Eólica,b.2.1,2010-02-17,,2025-05-22,-4.983417999999976,40.650951000000056
3621,"EOLICA EN ES CAMPO ROIG",36,"BALEARS, ILLES Campos",INE070131,"Islas Baleares","BALEARS, ILLES","TORRENT D'ALFABIA","",0.3575,RE-002670 y 35 más,Eólica,b.2.1,2005-09-29,,2025-05-22,3.024126000000011,39.36993000000006
3718,"P.E. ZONA ES MILA",1,"BALEARS, ILLES Maó-Mahón",INE070321,"Islas Baleares","BALEARS, ILLES","SIN NOMBRE","",3.2,RE-003097,Eólica,b.2.1,2004-02-17,,2025-05-22,4.25860500000003,39.918052000000046
4478,"AYUNTAMIENTO DE LA LLACUNA",1,"BARCELONA Llacuna, La",INE081043,"Barcelona","BARCELONA","RIU LLOBREGAT","",0.23,RE-000813,Eólica,b.2.1,1998-12-10,,2025-05-22,1.5244270000001174,41.47801300000005
4822,"PARQUE EOLICO ALTA ANOIA",1,"BARCELONA Pujalt",INE081764,"Barcelona","BARCELONA","RIO EBRO","",28,RE-100611,Eólica,b.2.1,2009-11-01,,2025-05-22,1.4466670000000637,41.67972200000015
4823,"PARQUE EOLICO TURO DEL MAGRE",1,"BARCELONA Pujalt",INE081764,"Barcelona","BARCELONA","RIO EBRO","",28,RE-100612,Eólica,b.2.1,2009-11-01,,2025-05-22,1.4390810000000738,41.68752400000003
4824,"VIURE DE LAIRE DEL CEL",1,"BARCELONA Pujalt",INE081764,"Barcelona","BARCELONA","RIO EBRO","",2.35,RE-112610,Eólica,b.2.1,2018-02-02,,2025-05-22,1.434169000000104,41.70496400000013
4825,"PARQUE EOLICO PUJALT",1,"BARCELONA Pujalt",INE081764,"Barcelona","BARCELONA","RIO EBRO","",42,RE-100610,Eólica,b.2.1,2009-11-01,,2025-05-22,1.444870000000036,41.705517000000086
4859,"P.E. SERRA DE RUBIO II",1,"BARCELONA Rubió",INE081859,"Barcelona","BARCELONA","RIU LLOBREGAT","",25.5,RE-018583,Eólica,b.2.1,2007-12-19,,2025-05-22,1.6134250000000876,41.66243000000009
4860,"P.E. SERRA DE RUBIO",1,"BARCELONA Rubió",INE081859,"Barcelona","BARCELONA","RIU LLOBREGAT","",49.5,RE-001277,Eólica,b.2.1,2005-04-05,,2025-05-22,1.636516000000062,41.6694160000001
5317,"PARQUE EÓLICO VECIANA",1,"BARCELONA Veciana",INE082975,"Barcelona","BARCELONA","RIO EBRO","",29.27,RE-100596,Eólica,b.2.1,2009-11-01,,2025-05-22,1.444307000000022,41.66961300000005
5504,"CABO MATXITXAKO",1,"BIZKAIA Bermeo",INE480176,"Bizkaia","BIZKAIA","INTERCUENCA ATLANTICO NORTE","",0.0036,RE-112101,Eólica,b.2.1,2014-12-22,,2025-05-22,-2.752341999999954,43.45400400000012
5516,"P.E. OIZ",2,"BIZKAIA Berriz",INE480195,"Bizkaia","BIZKAIA","RIO NERVION","",34,RE-004168 y 1 más,Eólica,b.2.1,2003-11-21,,2025-05-22,-2.5783329999999274,43.214444000000064
5693,"URIARTE SAFYBOX, S.A.",1,"BIZKAIA Lezama",INE480813,"Bizkaia","BIZKAIA","RIO NERVION","",0.01,RE-111875,Eólica,b.2.1,2013-11-25,,2025-05-22,-2.8442419999999373,43.28020100000001
5812,"PARQUE ENERGIAS RENOVABLES DEL PUERTO DE BILBAO",1,"BIZKAIA Zierbena",INE489130,"Bizkaia","BIZKAIA","INTERCUENCA ATLANTICO NORTE","",10,RE-004170,Eólica,b.2.1,2005-10-07,,2025-05-22,-3.106388999999987,43.36333300000009
5815,"PE BUNIEL",1,"BURGOS Albillos",INE090098,"Burgos","BURGOS","RIO DUERO","",104,RE-114777,Eólica,b.2.1,2023-07-05,,2025-05-22,-3.8172219999998815,42.28341700000008
5816,"P.E. EL PARAMO",1,"BURGOS Alfoz de Quintanadueñas",INE099070,"Burgos","BURGOS","RIO DUERO","",24,RE-001957,Eólica,b.2.1,2010-05-04,,2025-05-22,-3.766666999999895,42.38333300000011
5817,"P.E. ARROYAL",1,"BURGOS Alfoz de Quintanadueñas",INE099070,"Burgos","BURGOS","RIO DUERO","",46.5,RE-002341,Eólica,b.2.1,2010-05-04,,2025-05-22,-3.7347219999998935,42.38500000000007
5821,"P.E. LA MESA",2,"BURGOS Altos, Los",INE090145,"Burgos","BURGOS","RIO EBRO","",13.8,RE-001475 y 1 más,Eólica,b.2.1,2000-06-22,,2025-05-22,-3.6497219999999038,42.7800000000001
5861,"PARQUE ELICO LOS AUSINES",1,"BURGOS Ausines, Los",INE090308,"Burgos","BURGOS","RIO DUERO","",27,RE-112447,Eólica,b.2.1,2016-09-01,,2025-05-22,-3.596001999999929,42.27235400000004
5863,"PARQUE EOLICO EL GALLO",1,"BURGOS Balbases, Los",INE090341,"Burgos","BURGOS","RIO DUERO","",49.4,RE-108619,Eólica,b.2.1,2011-09-29,,2025-05-22,-4.007777999999985,42.22694400000009
5864,"PARQUE EOLICO LOS ZAPATEROS",1,"BURGOS Balbases, Los",INE090341,"Burgos","BURGOS","RIO DUERO","",49.4,RE-107405,Eólica,b.2.1,2011-10-03,,2025-05-22,-4.073888999999959,42.24694400000001
5982,"P.E CAMPANARIO",1,"BURGOS Carcedo de Burgos",INE090721,"Burgos","BURGOS","RIO DUERO","",38,RE-001365,Eólica,b.2.1,2010-06-18,,2025-05-22,-3.6317639999999902,42.254919000000065
5983,"P.E EL NOGAL",1,"BURGOS Carcedo de Burgos",INE090721,"Burgos","BURGOS","RIO DUERO","",24,RE-001363,Eólica,b.2.1,2010-06-18,,2025-05-22,-3.6349639999999606,42.267778000000064
5984,"P.E LAS FUENTES",2,"BURGOS Carcedo de Burgos",INE090721,"Burgos","BURGOS","RIO DUERO","",50,RE-001364 y 1 más,Eólica,b.2.1,2010-06-16,,2025-05-22,-3.62277799999993,42.285833000000004
5988,"P.E. FUENTE SALADA",3,"BURGOS Castellanos de Castro",INE090793,"Burgos","BURGOS","RIO DUERO","",46.4,RE-004820 y 2 más,Eólica,b.2.1,2010-08-24,,2025-05-22,-4.034166999999972,42.32833300000008
5991,"VALBONILLA ( Parcial  6 de 11)",5,"BURGOS Castrojeriz",INE090912,"Burgos","BURGOS","RIO DUERO","",11.1,RE-002326 y 4 más,Eólica,b.2.1,2003-04-07,,2025-05-22,-4.190277999999972,42.23583300000008
5992,"Los Collados",2,"BURGOS Castrojeriz",INE090912,"Burgos","BURGOS","RIO DUERO","",11.2,RE-004821 y 1 más,Eólica,b.2.1,2010-08-24,,2025-05-22,-4.146110999999901,42.23777800000003
5993,"P.E. CARRIL",2,"BURGOS Castrojeriz",INE090912,"Burgos","BURGOS","RIO DUERO","",28,RE-100415 y 1 más,Eólica,b.2.1,2008-04-29,,2025-05-22,-4.169721999999948,42.27000000000003
5994,"P.E. ALTO DE LA DEGOLLADA",1,"BURGOS Castrojeriz",INE090912,"Burgos","BURGOS","RIO DUERO","",50,RE-103580,Eólica,b.2.1,2010-09-27,,2025-05-22,-4.138610999999964,42.28805600000005
