feature_type,source,name,operator,capacity_mw,latitude,longitude
plant,solar,,,,44.7478129,8.8524652
plant,solar,,,,45.1738531,9.9221576
plant,solar,,,,45.1695342,9.9216667
plant,solar,,,,41.5882028,14.5450011
plant,solar,,,,39.8248774,18.3352456
plant,solar,,,,39.8743212,18.2238454
generator,solar,,,,39.8801834,18.2768003
generator,solar,,,,39.8904679,18.2043879
generator,solar,,,,45.2827758,8.8567452
plant,solar,,,,40.3791371,18.1530178
generator,solar,,,,45.2996169,8.9154851
generator,solar,,,,44.5554188,7.5106934
plant,solar,Impianto Fotovoltaico,,,44.4590228,11.7551559
plant,solar,Impianto Fotovoltaico,,,44.4578841,11.7543412
plant,solar,,,,43.4678438,13.3140235
generator,solar,Impianto fotovoltaico,,,44.4180324,11.7215249
generator,solar,,,,45.9921096,9.0394997
generator,solar,,,,45.1058088,9.8043968
generator,solar,,,,40.1756531,18.1319524
generator,solar,,,,45.6258766,8.8948849
generator,solar,,,,45.6263567,8.8947354
generator,solar,,,,37.1334287,15.2164576
plant,solar,,,,42.0668705,13.9224827
plant,solar,,,,45.1075513,9.7255085
plant,solar,,,,43.2654739,13.2685574
plant,solar,,,,43.2689914,13.2916052
plant,solar,,,,43.2689138,13.2948344
plant,solar,,,,45.0385616,9.8637961
plant,solar,,,,45.0414106,9.8271421
generator,solar,,,,46.04251,13.1897742
generator,solar,,,,44.3915326,7.6478596
generator,solar,,,,44.3911447,7.6473318
generator,solar,,,,44.3913796,7.6476447
generator,solar,,,,44.3910723,7.6472175
generator,solar,,,,44.3912234,7.6474354
generator,solar,,,,44.3913014,7.6475386
generator,solar,,,,44.3914594,7.6477467
generator,solar,Pannelli Fotovoltaici,,,44.5570318,7.604074
generator,solar,,,,44.4964135,7.5842026
plant,solar,Pannelli Solari,,,45.0362669,9.8080501
plant,solar,,,,45.0648561,9.7909215
generator,solar,,,,45.2842561,8.6121255
generator,solar,,,,45.283762,8.6131731
generator,solar,,,,45.2847409,8.6104041
generator,solar,,,,36.9554143,14.5647983
plant,solar,,,,39.9228958,18.3286881
plant,solar,,,,39.9241807,18.3285583
plant,solar,,,,45.0606136,9.7733028
generator,solar,,,,44.6692863,7.8235456
generator,solar,,,,44.669146,7.8234715
generator,solar,,,,42.5507599,12.5475111
generator,solar,,,,42.5515757,12.5478598
generator,solar,,,,42.5517871,12.5477914
generator,solar,,,,42.5519199,12.5492927
generator,solar,,,,42.5516814,12.5478309
generator,solar,,,,42.551812,12.5493139
generator,solar,,,,42.5513469,12.547855
generator,solar,,,,42.5517093,12.5493415
generator,solar,,,,42.551238,12.5478094
generator,solar,,,,42.5511291,12.5478112
generator,solar,,,,42.5515743,12.5491617
generator,solar,,,,42.5514682,12.5478841
generator,solar,,,,42.5510119,12.5477725
generator,solar,,,,42.5508846,12.5476151
generator,solar,,,,42.5940016,12.5652999
plant,solar,,,,37.4218204,13.6062925
generator,solar,,,,40.3568809,16.4731672
generator,solar,,,,40.3558238,16.4686235
generator,solar,,,,45.0457268,9.0742928
generator,solar,,,,45.0458174,9.0741913
generator,solar,,,,45.04588,9.0742168
generator,solar,,,,45.0454867,9.074152
generator,solar,,,,45.0462231,9.0745327
generator,solar,,,,45.0463965,9.0743277
generator,solar,,,,45.0459728,9.0744298
generator,solar,,,,45.0462969,9.0744929
generator,solar,,,,45.0454241,9.0741261
generator,solar,,,,45.045667,9.0742614
generator,solar,,,,45.0461579,9.0745122
generator,solar,,,,45.0459088,9.0744076
generator,solar,,,,45.0455416,9.0742126
generator,solar,,,,45.0456051,9.0742393
generator,solar,,,,45.0460331,9.0744564
generator,solar,,,,45.0461004,9.074481
plant,solar,,,,46.176481,12.7293242
generator,solar,,,,44.7132916,11.2985716
generator,solar,,,,44.6423552,7.6623203
generator,solar,,,,46.0133307,12.6682105
plant,solar,,,,45.0681512,12.1449039
generator,solar,,,,44.6216225,7.5465198
generator,solar,,,,44.6189107,7.5476818
generator,solar,,,,44.7555288,7.4994239
plant,solar,,,,44.0886867,12.3130557
plant,solar,,,,44.0843656,12.2962815
generator,solar,,,,44.7420539,7.3129488
plant,solar,,,,44.7061816,11.3219948
plant,solar,,,,44.1330403,12.3451555
generator,solar,,,,45.3930923,10.4337729
generator,solar,,,,45.992371,9.0398254
generator,solar,,,,45.9922584,9.0399084
generator,solar,,,,45.9922129,9.0394182
generator,solar,,,,45.9925031,9.0405294
generator,solar,Impianto fotovoltaico,,,44.3308033,11.6257329
generator,solar,,,,43.7013554,10.8535114
generator,solar,,,,41.5611557,14.6151709
generator,solar,,,,43.8483342,11.0696486
plant,solar,,,,45.2613908,8.5545613
plant,solar,,,,40.2658596,15.7349743
generator,solar,,,,41.5795027,14.6249987
generator,solar,,,,45.0364417,9.6300681
generator,solar,,,,45.1087469,8.8656709
generator,solar,,,,45.1331815,8.8206625
generator,solar,,,,45.0695901,9.6132128
plant,solar,,,,45.0535711,9.5831338
plant,solar,,,,40.3391922,16.7894468
plant,solar,,,,40.3393521,16.7959384
plant,solar,,,,40.3402223,16.7915144
plant,solar,,,,40.3386814,16.7920663
plant,solar,,,,40.3397081,16.7894578
plant,solar,,,,40.7047761,16.1408291
generator,solar,,,,40.677605,16.0859605
plant,solar,,,,40.1914694,16.625502
plant,solar,,,,40.7211799,16.0984397
plant,solar,,,,40.7304445,16.0969112
plant,solar,,,,40.7362887,16.1073219
generator,solar,,,,39.7798655,16.1653241
generator,solar,,,,45.712942,9.18755
generator,solar,,,,45.7128422,9.187814
generator,solar,,,,45.7127098,9.1875933
generator,solar,,,,40.5165017,16.5136782
generator,solar,,,,44.7087076,10.6050702
plant,solar,,,,41.4546816,13.9113287
plant,solar,,,,41.4542062,13.9085275
generator,solar,,,,41.570623,14.6516221
generator,solar,,,,45.1362261,9.7037156
plant,solar,,,,42.0384954,14.6460615
plant,solar,,,,42.0337977,14.6652098
generator,solar,,,,45.2606763,8.6404083
plant,solar,,,,42.0335187,14.6749606
generator,solar,,,,45.1021953,9.6482284
generator,solar,,,,45.0995327,9.6474493
generator,solar,,,,45.1012262,9.648316
plant,solar,,,,43.2843604,13.5758649
plant,solar,,,,39.9891386,18.1592122
plant,solar,,,,42.2179504,14.3206029
plant,solar,,,,41.9074805,14.603164
plant,solar,,,,42.0281704,14.4258055
plant,solar,Impianto Fotovoltaico ''Scerni 1'',Green Engineering Srl,,42.0827204,14.5698987
generator,solar,,,,36.7286825,14.9821437
generator,solar,,,,41.5783661,14.6504408
generator,solar,,,,41.5783197,14.6504387
plant,solar,,,,43.0350694,13.6139782
plant,solar,,,,43.034708,13.6119308
plant,solar,,,,42.0566128,14.6119113
plant,solar,,,,42.6225222,12.047522
plant,solar,,,,45.6510952,8.6229495
generator,solar,,,,45.1671551,9.6295063
plant,solar,,,,41.6961513,14.6784096
plant,solar,,,,41.6870938,14.7104616
generator,solar,,Comune di Mazzarrà Sant'Andrea,,38.0811474,15.1300446
generator,solar,,,,41.5961064,14.6757834
generator,solar,,,,41.5962052,14.6756477
generator,solar,,,,41.5963561,14.6755543
generator,solar,,,,44.4780958,7.8423573
plant,solar,,,,45.0115553,9.0859344
generator,solar,,,,44.515538,7.8421287
generator,solar,,,,44.4554421,7.9669634
generator,solar,,,,41.3572295,15.6461156
generator,solar,,,,41.2898733,15.7279593
generator,solar,,,,41.2969646,15.7581588
generator,solar,,,,41.2694331,15.7116344
generator,solar,,,,41.3096305,15.7664579
generator,solar,,,,41.2828303,15.7452287
generator,solar,,,,41.4515248,15.7404979
generator,solar,,,,41.450372,15.7401837
generator,solar,,,,41.4547786,15.7631471
plant,solar,,,,41.4389744,15.723021
plant,solar,,,,42.9656923,13.3834768
generator,solar,,,,37.0885349,15.2753825
generator,solar,,,,37.0888042,15.2752656
generator,solar,,,,37.0883985,15.2754453
generator,solar,,,,37.0886771,15.2771224
generator,solar,,,,37.0886723,15.2753228
generator,solar,,,,37.0884117,15.2772409
generator,solar,,,,37.0880322,15.2757884
generator,solar,,,,37.0881691,15.2757278
generator,solar,,,,37.0885421,15.2771824
generator,solar,,,,37.0888106,15.2770609
generator,solar,,,,37.0883059,15.2756679
generator,solar,,,,45.1565729,9.4249251
plant,solar,,,,37.0704518,14.7888405
generator,solar,,,,45.1016354,9.1571024
plant,solar,,,,45.0374051,9.1157777
generator,solar,,Comune di Roccafiorita,,37.9300638,15.2678521
generator,solar,,,,45.1555123,9.4034986
generator,solar,,,,41.2791986,15.7897342
plant,solar,,,,37.5534959,13.3159524
generator,solar,,,,37.1325352,15.1746111
plant,solar,,,,41.0030158,16.5440743
generator,solar,,,,44.0649327,12.1189464
plant,solar,,,,41.1520408,14.8312576
plant,solar,,,,40.8313907,17.4553389
plant,solar,,,,40.6621895,16.7613338
generator,solar,,,,40.6539044,16.837057
generator,solar,,,,41.1919008,15.4923954
plant,solar,,,,41.671245,15.1557243
plant,solar,,,,41.6692798,15.1584625
plant,solar,,,,41.3256855,15.3973143
plant,solar,,,,41.3819084,15.3735134
plant,solar,,,,44.8568592,7.8514139
plant,solar,,,,43.0197559,12.112733
generator,solar,,,,44.4889635,9.6613731
plant,solar,,,,45.3605479,11.8312674
plant,solar,,,,44.7921983,8.3644427
plant,solar,,,,45.6802572,11.7510351
plant,solar,,,,41.7655187,15.4762462
plant,solar,,,,41.7842416,15.4217331
plant,solar,,,,41.7627399,15.4776611
plant,solar,,,,41.7925072,15.4299165
plant,solar,,,,41.7846266,15.417931
plant,solar,,,,41.7924441,15.4285459
plant,solar,,,,41.7527992,15.2942664
generator,solar,,,,41.1748461,15.4492612
generator,solar,,,,41.1745483,15.4503274
generator,solar,,,,41.1857947,15.4637519
generator,solar,,,,41.1812912,15.4625851
generator,solar,,,,40.449354,17.6195403
generator,solar,,,,40.452258,17.6052574
generator,solar,,,,40.4510139,17.6123179
generator,wind,,,,41.1253996,15.2712992
generator,wind,,,,41.1298756,15.2676077
generator,wind,,,,41.1321375,15.2663938
generator,wind,,,,41.135164,15.263779
generator,wind,,,,41.1265521,15.2703851
generator,wind,,,,41.1344366,15.2649093
generator,wind,,,,41.1271626,15.2696809
generator,wind,,,,41.1338968,15.2656055
generator,wind,,,,41.1333059,15.2662667
generator,wind,,,,41.1432396,15.2574599
generator,wind,,,,41.1315821,15.2671801
generator,wind,,,,41.1308865,15.2676414
generator,wind,,,,41.3468436,15.4068169
generator,wind,,,,41.3345399,15.4127558
generator,wind,,,,41.3375855,15.413397
generator,wind,,,,41.3456333,15.4153735
generator,wind,,,,41.3459204,15.4105605
generator,wind,,,,41.341972,15.4104525
plant,solar,,,,41.3841786,13.1630239
generator,solar,Impianto Fotovoltaico Comunale,,,45.6909428,8.6063571
generator,solar,Solarenergie Panel,,,40.6373148,17.7053564
plant,solar,,,,44.7025035,11.6291751
plant,solar,,,,41.0845946,16.0640548
generator,solar,,,,40.8972062,16.2727612
generator,solar,,,,40.8976259,16.2665733
plant,solar,,,,41.4200063,15.3229291
plant,solar,,,,41.1423032,16.5761122
generator,solar,,,,40.8645637,17.0303847
generator,solar,,,,40.8650252,17.0269823
plant,solar,,,,40.8007607,16.5232705
plant,solar,,,,44.1152232,12.2899153
generator,solar,,,,41.233991,14.9784795
generator,solar,,,,41.0974795,15.4919939
generator,solar,,,,41.0983344,15.4923318
plant,solar,,,,41.1249679,15.4691873
generator,solar,,,,44.5306144,11.5351527
plant,solar,,,,44.7143,11.3256678
plant,solar,,,,44.6190966,11.2545382
plant,solar,,Athesia Energy S.r.l.,,40.2522671,18.1476076
plant,solar,,KPV Project I S.rl.,,40.2531964,18.1452466
plant,solar,,,,41.3986333,15.7020188
plant,solar,,,,41.3954382,15.7063545
plant,solar,,,,41.3818712,15.7095531
plant,solar,,,,41.4092336,15.7033102
plant,solar,,,,41.3831874,15.7170351
plant,solar,,,,41.386858,15.7077145
generator,solar,,,,41.4143005,15.640641
generator,solar,,,,42.9278258,10.7757858
generator,solar,,,,42.927671,10.7757159
generator,solar,,,,42.9279594,10.776444
generator,solar,,,,42.9278536,10.7766155
generator,solar,,,,44.9909696,8.8964048
plant,solar,,Athesia Energy G.m.b.h.,,40.5901075,17.6421681
generator,solar,,Managementkompetenz PV Soleto Srl,,40.2164714,18.1773018
plant,solar,,,,41.2515595,13.8167301
plant,solar,,,,41.6578261,12.6617861
plant,solar,,,,44.9618638,9.7405228
plant,solar,,,,45.0232684,9.6844165
generator,solar,,,,44.9751006,9.6311294
plant,solar,,,,45.1012712,11.5174849
plant,solar,,,,43.6791944,12.4618317
generator,solar,Pannelli Solari,,,44.9118432,9.8634681
plant,solar,,,,43.4497753,13.3328304
plant,solar,,,,43.4372344,13.4035135
plant,solar,,,,43.420552,13.3606438
plant,solar,,,,43.418706,13.3825654
plant,solar,,,,45.0574885,9.5051686
plant,solar,,,,43.3960294,13.3155023
plant,solar,,,,43.3973563,13.3026885
plant,solar,,,,43.3815534,13.2642152
plant,solar,,,,43.4119296,13.3490765
plant,solar,,,,43.4128343,13.3961429
plant,solar,,,,43.4072584,13.3477837
plant,solar,,,,43.3555046,13.3673403
plant,solar,,,,43.3543,13.3396753
plant,solar,,,,43.3505112,13.3656996
plant,solar,,,,43.3978252,13.4360938
generator,solar,,UNGSC,,40.6511986,17.9429114
generator,solar,,UNGSC,,40.6513124,17.9428454
generator,solar,,UNGSC,,40.6510392,17.9434527
generator,solar,,UNGSC,,40.6511169,17.9431475
plant,solar,,,,43.2740232,13.2534419
plant,solar,,,,43.259309,13.2461678
generator,solar,,,,40.3694232,17.4718459
generator,solar,,,,45.9371761,11.2556
plant,solar,,,,44.9164696,8.0223693
generator,solar,,,,40.40398,17.328705
generator,solar,,,,40.4054305,17.3408954
generator,solar,,,,40.0756473,18.3455283
generator,solar,,,,41.3322274,16.0138194
generator,solar,,,,41.3352,16.0167801
plant,solar,,,,40.2325044,18.1916923
generator,solar,,,,40.2094402,18.1715887
plant,solar,,,,44.9745909,9.842229
generator,solar,,,,44.3653863,7.8625399
generator,solar,,,,44.3534786,7.8430289
generator,solar,Pannelli Solari,,,45.0256464,9.503789
generator,solar,,,,45.0399888,8.998933
generator,solar,,,,43.5854318,12.1537071
generator,solar,,,,43.5853944,12.1536681
generator,solar,Pannelli Solari,,,45.0763556,9.4833699
plant,solar,,,,45.5180372,12.2781982
plant,solar,,,,45.0250639,9.4528258
plant,solar,,,,45.0330222,9.4452643
plant,solar,,,,45.9549385,12.3154696
plant,solar,,,,43.3943423,13.1186834
generator,solar,,,,45.0666215,9.4100506
generator,solar,,,,43.5473416,12.226444
plant,solar,,,,40.3558111,9.6312922
plant,solar,Restinco centrale,Sun Energy & Partners,,40.612899,17.8654815
plant,solar,,,,43.2320791,12.7020961
plant,solar,,,,43.2130435,12.7285473
generator,solar,,,,37.3680146,13.644953
generator,solar,,,,45.8146659,8.7646978
generator,solar,,,,44.3842632,8.3081935
plant,solar,,,,44.9879359,9.9237624
generator,solar,,,,40.5439147,16.5331295
generator,solar,,,,40.7824425,17.482607
plant,solar,,,,42.3564303,14.0714687
generator,solar,,,,40.3964374,17.7544762
generator,solar,,,,40.8844419,16.2974587
generator,solar,,,,45.5274725,11.3162025
plant,solar,,,,43.061538,12.2353909
plant,solar,,,,41.9088436,15.1289658
plant,solar,,,,39.5575367,16.8257545
plant,solar,,,,40.1747308,18.0677115
plant,solar,,,,40.172905,18.0588726
plant,solar,,,,40.1789687,18.0571298
generator,solar,,,,43.6497679,10.5061914
generator,solar,,,,40.7341518,17.732055
generator,solar,,,,40.7340993,17.7334748
generator,solar,,,,40.7338356,17.7333655
generator,solar,,,,40.7342325,17.7335312
generator,solar,,,,40.7334518,17.7331348
generator,solar,,,,40.7344016,17.7328304
generator,solar,,,,40.7346669,17.7329397
generator,solar,,,,40.7342695,17.7327714
generator,solar,,,,40.733704,17.7333118
generator,solar,,,,40.7341368,17.7327188
generator,solar,,,,40.7345332,17.7328841
generator,solar,,,,40.7335707,17.7332521
generator,solar,,,,40.7342846,17.7321113
generator,solar,,,,40.7340177,17.7326052
generator,solar,,,,40.7339667,17.7334191
generator,solar,,,,40.7343651,17.7335881
generator,solar,,,,40.7344961,17.7336418
plant,solar,,,,44.9325387,8.5579926
generator,solar,,,,46.1613703,9.7550351
generator,solar,,,,37.0163437,14.5068703
plant,solar,,,,42.6016634,13.2184963
generator,solar,,,,42.5728522,13.3192887
generator,solar,,,,45.0100536,8.9587226
generator,solar,,,,45.0121546,8.9591651
generator,solar,,,,45.0109738,8.958913
generator,solar,,,,45.0111065,8.9589505
generator,solar,,,,45.0092733,8.9585508
generator,solar,,,,45.0115114,8.9590324
generator,solar,,,,45.0107742,8.95887
generator,solar,,,,45.012239,8.9591879
generator,solar,,,,45.0104632,8.9588138
generator,solar,,,,45.0082232,8.9578039
generator,solar,,,,45.0123698,8.9592187
generator,solar,,,,45.0126714,8.9592884
generator,solar,,,,45.0113322,8.9589935
generator,solar,,,,45.0127567,8.9593059
generator,solar,,,,45.0119181,8.9591142
generator,solar,,,,45.0128439,8.9593234
generator,solar,,,,45.0086911,8.9584235
generator,solar,,,,45.0105968,8.9588339
generator,solar,,,,45.0119631,8.9591342
generator,solar,,,,45.0110648,8.9589345
generator,solar,,,,45.0121092,8.9591584
generator,solar,,,,45.0128885,8.9593348
generator,solar,,,,45.0116924,8.9590712
generator,solar,,,,45.0093226,8.9585603
generator,solar,,,,45.0095909,8.958626
generator,solar,,,,45.0097397,8.9586501
generator,solar,,,,45.0091424,8.9585241
generator,solar,,,,45.0114222,8.9590189
generator,solar,,,,45.0096358,8.9593388
generator,solar,,,,45.0090106,8.9584999
generator,solar,,,,45.0097844,8.9586609
generator,solar,,,,45.008358,8.9581599
generator,solar,,,,45.0124134,8.9592308
generator,solar,,,,45.0081786,8.9577221
generator,solar,,,,45.0116043,8.9590564
generator,solar,,,,45.0124988,8.959255
generator,solar,,,,45.0109283,8.9589063
generator,solar,,,,45.0114696,8.959027
generator,solar,,,,45.0084046,8.958162
generator,solar,,,,45.0098289,8.9586662
generator,solar,,,,45.0125841,8.9592724
generator,solar,,,,45.0095027,8.9586099
generator,solar,,,,45.0107315,8.9588687
generator,solar,,,,45.0122001,8.9591812
generator,solar,,,,45.0112876,8.9589921
generator,solar,,,,45.0099199,8.9586876
generator,solar,,,,45.0113767,8.9590068
generator,solar,,,,45.0122817,8.9591987
generator,solar,,,,45.0115588,8.9590431
generator,solar,,,,45.011736,8.9590873
generator,solar,,,,45.0106841,8.958862
generator,solar,,,,45.0111529,8.9589599
generator,solar,,,,45.0083106,8.9581452
generator,solar,,,,45.011828,8.9590914
generator,solar,,,,45.0110164,8.9589184
generator,solar,,,,45.0086494,8.9584047
generator,solar,,,,45.0108242,8.9592854
generator,solar,,,,45.0105514,8.9588352
generator,solar,,,,45.0118735,8.9591008
generator,solar,,,,45.0088722,8.9584637
generator,solar,,,,45.0101911,8.9587454
generator,solar,,,,45.0102375,8.9587588
generator,solar,,,,45.0092344,8.9585429
generator,solar,,,,45.0120062,8.959952
generator,solar,,,,45.0090524,8.958512
generator,solar,,,,45.0112374,8.9589787
generator,solar,,,,45.0100099,8.9587024
generator,solar,,,,45.0090931,8.958516
generator,solar,,,,45.0095444,8.9586166
generator,solar,,,,45.0106386,8.9588433
generator,solar,,,,45.0089603,8.9584879
generator,solar,,,,45.0105059,8.9588244
generator,solar,,,,45.0094127,8.9585844
generator,solar,,,,45.0088229,8.958457
generator,solar,,,,45.0123253,8.9592094
generator,solar,,,,45.0100991,8.9587239
generator,solar,,,,45.012715,8.9593019
generator,solar,,,,45.0103257,8.9587802
generator,solar,,,,45.0094515,8.9586005
generator,solar,,,,45.0124551,8.9592375
generator,solar,,,,45.0128012,8.9593194
generator,solar,,,,45.0103694,8.958791
generator,solar,,,,45.0125405,8.9592617
generator,solar,,,,45.0087376,8.9584382
generator,solar,,,,45.0126267,8.9592817
generator,solar,,,,45.0098792,8.9586743
generator,solar,,,,45.0129302,8.9596083
generator,solar,,,,45.0087812,8.9584436
generator,solar,,,,45.0085574,8.9583806
generator,solar,,,,45.0099635,8.9587037
generator,solar,,,,45.0093662,8.9585697
generator,solar,,,,45.0082709,8.9581371
generator,solar,,,,45.0117815,8.9590859
generator,solar,,,,45.0102821,8.9587708
generator,solar,,,,45.0086029,8.958394
generator,solar,,,,45.0091889,8.9585308
generator,solar,,,,45.0101446,8.9587413
generator,solar,,,,45.0111956,8.9589626
generator,solar,,,,45.0089186,8.9584745
generator,solar,,,,45.0104176,8.9587989
generator,solar,,,,45.0116488,8.9590605
generator,solar,,,,45.0084464,8.9583752
generator,solar,,,,42.7696755,13.413824
generator,solar,,,,42.7698079,13.4140183
generator,solar,,,,42.7697498,13.4138873
generator,solar,,,,42.7696159,13.414077
plant,solar,,,,42.6241505,13.3175486
plant,solar,,,,43.0631268,13.5545773
plant,solar,,,,43.0464092,13.492198
generator,solar,,,,42.7904943,13.4335365
generator,solar,,,,42.7903149,13.4332756
generator,solar,,,,42.790405,13.4333464
generator,solar,,,,42.7905819,13.4336939
plant,solar,,,,44.9122054,7.4684712
plant,solar,,,,39.2542502,8.5017245
plant,solar,,,,39.2550904,8.4944939
generator,solar,,,,42.8789159,13.4011313
generator,solar,,,,42.8787234,13.4010831
plant,solar,,,,42.9700094,12.8867816
plant,solar,,,,44.7337427,7.6105917
generator,solar,,,,44.7401435,7.6252473
generator,solar,,,,44.7527136,7.721611
plant,solar,,,,44.7384336,7.6938931
generator,solar,,,,44.7510888,7.7304864
generator,solar,,,,44.725205,7.6274038
generator,solar,,,,45.7679313,13.6375489
generator,solar,,,,45.7679144,13.6376142
generator,solar,,,,45.7679925,13.6364606
generator,solar,,,,45.7678219,13.637895
generator,solar,,,,45.7680168,13.6368557
generator,solar,,,,45.7680052,13.6365815
generator,solar,,,,45.7679504,13.6374667
generator,solar,,,,45.7679981,13.6371813
generator,solar,,,,45.7680118,13.6370287
generator,solar,,,,45.7678609,13.6377883
generator,solar,,,,45.7679698,13.6363098
generator,solar,,,,45.7680152,13.6367521
generator,solar,,,,45.7680158,13.6369252
generator,solar,,,,45.7680108,13.6370457
generator,solar,,,,45.7679814,13.6373012
generator,solar,,,,45.7679641,13.636277
generator,solar,,,,45.7679101,13.63763
generator,solar,,,,45.7679904,13.636444
generator,solar,,,,45.7678043,13.6379391
generator,solar,,,,45.7677982,13.6379538
generator,solar,,,,45.7680124,13.6366845
generator,solar,,,,45.7679671,13.6373837
generator,solar,,,,45.7679469,13.6374829
generator,solar,,,,45.7679868,13.6372664
generator,solar,,,,45.7678667,13.6377713
generator,solar,,,,45.7678394,13.6378487
generator,solar,,,,45.7679835,13.636394
generator,solar,,,,45.7680162,13.6369083
generator,solar,,,,45.7679731,13.6373508
generator,solar,,,,45.7679011,13.6376614
generator,solar,,,,45.768002,13.636546
generator,solar,,,,45.7678104,13.6379244
generator,solar,,,,45.7680065,13.6365983
generator,solar,,,,45.767939,13.6375168
generator,solar,,,,45.7680128,13.6370119
generator,solar,,,,45.7679986,13.6365126
generator,solar,,,,45.7678504,13.6378186
generator,solar,,,,45.7679811,13.6363775
generator,solar,,,,45.7678449,13.6378335
generator,solar,,,,45.7680155,13.6369423
generator,solar,,,,45.7680113,13.6366656
generator,solar,,,,45.7680139,13.6367184
generator,solar,,,,45.7679352,13.637533
generator,solar,,,,45.7679055,13.6376458
generator,solar,,,,45.7678818,13.6377254
generator,solar,,,,45.7680164,13.6368049
generator,solar,,,,45.768008,13.6366153
generator,solar,,,,45.768002,13.6371478
generator,solar,,,,45.7679843,13.6372829
generator,solar,,,,45.7679637,13.6374016
generator,solar,,,,45.7678557,13.6378034
generator,solar,,,,45.7679727,13.6363261
generator,solar,,,,45.7678274,13.6378801
generator,solar,,,,45.7680156,13.6367691
generator,solar,,,,45.7680144,13.636976
generator,solar,,,,45.768016,13.6367879
generator,solar,,,,45.7679892,13.6372498
generator,solar,,,,45.7680098,13.6370625
generator,solar,,,,45.7679787,13.637318
generator,solar,,,,45.7678914,13.6376943
generator,solar,,,,45.7678864,13.6377099
generator,solar,,,,45.767967,13.6362932
generator,solar,,,,45.7680166,13.6368725
generator,solar,,,,45.7680166,13.6368218
generator,solar,,,,45.7680038,13.6371313
generator,solar,,,,45.768,13.6371647
generator,solar,,,,45.7679604,13.6374179
generator,solar,,,,45.7679859,13.6364105
generator,solar,,,,45.7679185,13.6375985
generator,solar,,,,45.7679883,13.6364273
generator,solar,,,,45.7678339,13.6378635
generator,solar,,,,45.7680093,13.636632
generator,solar,,,,45.7680165,13.6368916
generator,solar,,,,45.7680168,13.6368387
generator,solar,,,,45.7679935,13.6372166
generator,solar,,,,45.768007,13.6370977
generator,solar,,,,45.7678966,13.6376769
generator,solar,,,,45.7679967,13.6364958
generator,solar,,,,45.7678718,13.6377561
generator,solar,,,,45.7680004,13.6365294
generator,solar,,,,45.7680104,13.6366488
generator,solar,,,,45.7679958,13.6371999
generator,solar,,,,45.7679538,13.6374503
generator,solar,,,,45.7680053,13.6371145
generator,solar,,,,45.7679428,13.6375009
generator,solar,,,,45.7679272,13.6375649
generator,solar,,,,45.7679782,13.6363591
generator,solar,,,,45.7679232,13.6375807
generator,solar,,,,45.7679755,13.6363428
generator,solar,,,,45.7678162,13.6379098
generator,solar,,,,45.7680146,13.6367353
generator,solar,,,,45.768015,13.6369591
generator,solar,,,,45.7679573,13.6374343
generator,solar,,,,45.7679914,13.6372333
generator,solar,,,,45.7679702,13.6373671
generator,solar,,,,45.7680035,13.6365629
generator,solar,,,,45.7678768,13.6377406
generator,solar,,,,45.7680132,13.6367014
generator,solar,,,,45.7679761,13.6373345
generator,solar,,,,45.7680084,13.6370794
generator,solar,,,,45.7680134,13.636995
generator,solar,,,,45.7679948,13.6364791
generator,solar,,,,40.2664583,15.1369022
generator,solar,,,,43.8204614,10.5752114
generator,solar,,,,40.3368946,18.1734192
generator,solar,,,,40.3366527,18.1733555
generator,solar,,,,44.6565625,11.1250158
generator,solar,,,,44.6575761,11.1265238
generator,solar,,,,44.6571869,11.1252952
generator,solar,,,,44.6570929,11.1256341
generator,solar,,,,44.6572132,11.1257104
generator,solar,,,,44.657339,11.1257836
generator,solar,,,,44.657016,11.1245021
generator,solar,,,,44.6578203,11.1266767
generator,solar,,,,44.6570376,11.1253553
generator,solar,,,,44.6579439,11.1267713
generator,solar,,,,44.6576944,11.1265936
generator,solar,,,,44.6569167,11.1252795
generator,solar,,,,44.6710093,10.8612218
plant,solar,,,,40.2399988,18.231757
plant,solar,,,,40.2463258,18.2294979
plant,solar,,,,40.2458175,18.2267275
plant,solar,,,,40.2441578,18.2292086
plant,solar,,,,40.2475625,18.2265356
generator,solar,,,,44.7751763,7.4910106
generator,solar,,,,44.7771985,7.4903782
plant,solar,,,,45.299371,9.8654058
generator,solar,,,,44.4692471,10.7985342
generator,solar,,,,40.5506182,16.9731457
generator,solar,,,,40.5525492,16.9742394
generator,solar,,,,40.5571322,16.9805271
plant,solar,,,,45.2142956,9.8987345
plant,solar,,,,45.0263808,8.8575541
generator,solar,,,,40.5950333,17.5635683
generator,solar,,,,44.7800205,7.7879648
generator,solar,,,,44.7995756,7.744338
generator,solar,,,,39.9659682,18.3103487
plant,solar,,,,43.146393,13.0755939
plant,solar,,,,43.1984209,13.0215684
plant,solar,,,,43.2077857,13.0169617
plant,solar,,,,43.2374492,13.0393186
plant,solar,,,,43.2605862,13.0011386
generator,solar,,,,43.3504532,12.9278538
generator,solar,,,,43.3504376,12.9275527
generator,solar,,,,45.9785338,8.7472328
generator,solar,,,,44.4976374,7.4899786
plant,solar,,,,46.1064601,12.9536049
generator,solar,,,,44.8951586,8.332769
generator,solar,,,,44.8950102,8.3349241
generator,solar,,,,44.5096149,7.4862973
generator,solar,,,,40.0621565,18.1918253
plant,solar,,,,40.0670585,18.1922817
plant,solar,,,,38.0588712,13.100181
