feature_type,source,name,operator,capacity_mw,latitude,longitude
generator,solar,,,,39.2080007,8.9783815
generator,solar,,,,39.2080193,8.9784409
generator,solar,,,,39.2081167,8.9787618
generator,solar,,,,39.2080981,8.9787025
generator,solar,,,,39.2082381,8.9787616
generator,solar,,,,39.2082195,8.9787023
generator,solar,,,,39.2082815,8.9788704
generator,solar,,,,39.2082629,8.9788111
generator,solar,,,,39.2081415,8.9788112
generator,solar,,,,39.2081601,8.9788705
generator,solar,,,,39.2081384,8.9784807
generator,solar,,,,39.208157,8.97854
generator,solar,,,,39.2082004,8.9786488
generator,solar,,,,39.2081818,8.9785895
generator,solar,,,,39.2082964,8.9789236
generator,solar,,,,39.208315,8.9789829
generator,solar,,,,39.2083584,8.9790916
generator,solar,,,,39.2083398,8.9790324
generator,solar,,,,39.2082184,8.9790324
generator,solar,,,,39.208237,8.9790917
generator,solar,,,,39.2081936,8.9789829
generator,solar,,,,39.208175,8.9789236
generator,solar,,,,39.2082747,8.9792045
generator,solar,,,,39.2082561,8.9791453
generator,solar,,,,39.2083961,8.9792045
generator,solar,,,,39.2083775,8.9791452
generator,solar,,,,39.2084395,8.9793132
generator,solar,,,,39.2084209,8.979254
generator,solar,,,,39.2082995,8.979254
generator,solar,,,,39.2083181,8.9793133
generator,solar,,,,39.2080356,8.9785401
generator,solar,,,,39.208079,8.9786488
generator,solar,,,,39.208017,8.9784809
generator,solar,,,,39.2080604,8.9785896
generator,solar,,,,39.2084269,8.9796359
generator,solar,,,,39.2084083,8.9795766
generator,solar,,,,39.2085483,8.9796357
generator,solar,,,,39.2085297,8.9795764
generator,solar,,,,39.2085885,8.9797412
generator,solar,,,,39.2085732,8.9796852
generator,solar,,,,39.2084518,8.9796854
generator,solar,,,,39.2084665,8.9797421
generator,solar,,,,39.2084487,8.9793548
generator,solar,,,,39.2084672,8.9794142
generator,solar,,,,39.2085106,8.9795229
generator,solar,,,,39.2084921,8.9794636
generator,solar,,,,39.2086048,8.9797911
generator,solar,,,,39.2086086,8.9798463
generator,solar,,,,39.2086521,8.979955
generator,solar,,,,39.2086335,8.9798958
generator,solar,,,,39.2085121,8.9798959
generator,solar,,,,39.2085307,8.9799551
generator,solar,,,,39.2084872,8.9798463
generator,solar,,,,39.2084834,8.979792
generator,solar,,,,39.2085683,8.9800679
generator,solar,,,,39.2085498,8.9800087
generator,solar,,,,39.2086897,8.9800679
generator,solar,,,,39.2086712,8.9800086
generator,solar,,,,39.2087331,8.9801766
generator,solar,,,,39.2087146,8.9801174
generator,solar,,,,39.2085932,8.9801174
generator,solar,,,,39.2086117,8.9801767
generator,solar,,,,39.2083459,8.9794143
generator,solar,,,,39.2083893,8.9795229
generator,solar,,,,39.2083273,8.979355
generator,solar,,,,39.2083707,8.9794637
generator,solar,,,,39.2087103,8.9804943
generator,solar,,,,39.2086963,8.9804441
generator,solar,,,,39.2088381,8.9804967
generator,solar,,,,39.2088189,8.9804457
generator,solar,,,,39.2088764,8.9806021
generator,solar,,,,39.2088579,8.9805428
generator,solar,,,,39.2087365,8.980543
generator,solar,,,,39.208755,8.9806023
generator,solar,,,,39.2087366,8.9802224
generator,solar,,,,39.2087552,8.9802817
generator,solar,,,,39.2087986,8.9803904
generator,solar,,,,39.20878,8.9803312
generator,solar,,,,39.2088914,8.9806553
generator,solar,,,,39.2089099,8.9807146
generator,solar,,,,39.2089534,8.9808234
generator,solar,,,,39.2089348,8.9807641
generator,solar,,,,39.2088134,8.9807641
generator,solar,,,,39.208832,8.9808234
generator,solar,,,,39.2087886,8.9807147
generator,solar,,,,39.20877,8.9806554
generator,solar,,,,39.2088696,8.9809363
generator,solar,,,,39.2088511,8.9808771
generator,solar,,,,39.208991,8.9809362
generator,solar,,,,39.2089725,8.9808769
generator,solar,,,,39.2090344,8.981045
generator,solar,,,,39.2090159,8.9809857
generator,solar,,,,39.2088945,8.9809858
generator,solar,,,,39.208913,8.981045
generator,solar,,,,39.2086337,8.9802817
generator,solar,,,,39.2086772,8.9803905
generator,solar,,,,39.2086152,8.9802225
generator,solar,,,,39.2086586,8.9803312
generator,solar,,,,39.2090225,8.9813758
generator,solar,,,,39.2090039,8.9813165
generator,solar,,,,39.2091497,8.9813733
generator,solar,,,,39.2091285,8.9813132
generator,solar,,,,39.2091784,8.9814746
generator,solar,,,,39.2091688,8.9814244
generator,solar,,,,39.2090473,8.9814253
generator,solar,,,,39.209057,8.9814747
generator,solar,,,,39.2090443,8.9810948
generator,solar,,,,39.2090628,8.9811541
generator,solar,,,,39.2091094,8.9812604
generator,solar,,,,39.2090858,8.9812061
generator,solar,,,,39.2091933,8.9815278
generator,solar,,,,39.2092119,8.981587
generator,solar,,,,39.2092553,8.9816958
generator,solar,,,,39.2092367,8.9816366
generator,solar,,,,39.2091153,8.9816366
generator,solar,,,,39.2091339,8.9816959
generator,solar,,,,39.2090905,8.9815871
generator,solar,,,,39.2090719,8.9815279
generator,solar,,,,39.2091716,8.9818087
generator,solar,,,,39.209153,8.9817495
generator,solar,,,,39.209293,8.9818087
generator,solar,,,,39.2092744,8.9817494
generator,solar,,,,39.2093364,8.9819174
generator,solar,,,,39.2093178,8.9818582
generator,solar,,,,39.2091964,8.9818583
generator,solar,,,,39.209215,8.9819175
generator,solar,,,,39.2089414,8.9811542
generator,solar,,,,39.2089849,8.981263
generator,solar,,,,39.2089229,8.9810949
generator,solar,,,,39.2089663,8.9812037
generator,solar,,,,39.209327,8.9822499
generator,solar,,,,39.2093084,8.9821906
generator,solar,,,,39.209449,8.9822498
generator,solar,,,,39.2094311,8.9821938
generator,solar,,,,39.2094944,8.9823562
generator,solar,,,,39.2094771,8.9823002
generator,solar,,,,39.2093518,8.9822994
generator,solar,,,,39.2093704,8.9823587
generator,solar,,,,39.2093488,8.9819689
generator,solar,,,,39.2093673,8.9820282
generator,solar,,,,39.2094095,8.982137
generator,solar,,,,39.2093915,8.982081
generator,solar,,,,39.2095087,8.982406
generator,solar,,,,39.2095202,8.9824587
generator,solar,,,,39.2095553,8.9825675
generator,solar,,,,39.2095368,8.9825082
generator,solar,,,,39.2094154,8.9825082
generator,solar,,,,39.2094339,8.9825675
generator,solar,,,,39.209395,8.9824613
generator,solar,,,,39.2093841,8.9824061
generator,solar,,,,39.2094716,8.9826804
generator,solar,,,,39.209453,8.9826211
generator,solar,,,,39.209593,8.9826803
generator,solar,,,,39.2095744,8.982621
generator,solar,,,,39.2096364,8.9827891
generator,solar,,,,39.2096178,8.9827298
generator,solar,,,,39.2094964,8.9827299
generator,solar,,,,39.209515,8.9827891
generator,solar,,,,39.2092459,8.9820284
generator,solar,,,,39.2092894,8.982137
generator,solar,,,,39.2092274,8.9819691
generator,solar,,,,39.2092708,8.9820778
generator,solar,,,,39.209648,8.9828338
generator,solar,,,,39.2096666,8.9828931
generator,solar,,,,39.2096953,8.9829986
generator,solar,,,,39.2096767,8.9829393
generator,solar,,,,39.2095553,8.9829393
generator,solar,,,,39.2095739,8.9829986
generator,solar,,,,39.2095452,8.9828931
generator,solar,,,,39.2095266,8.9828339
generator,solar,,,,39.2096116,8.9831115
generator,solar,,,,39.209593,8.9830523
generator,solar,,,,39.2097329,8.9831114
generator,solar,,,,39.2097144,8.9830521
generator,solar,,,,39.2097764,8.9832202
generator,solar,,,,39.2097578,8.9831609
generator,solar,,,,39.2096364,8.983161
generator,solar,,,,39.209655,8.9832202
generator,solar,,,,39.2096885,8.9833327
generator,solar,,,,39.2096699,8.9832734
generator,solar,,,,39.2098099,8.9833326
generator,solar,,,,39.2097913,8.9832734
generator,solar,,,,39.2098533,8.9834413
generator,solar,,,,39.2098347,8.9833821
generator,solar,,,,39.2097133,8.9833822
generator,solar,,,,39.2097319,8.9834415
generator,solar,,,,39.2098909,8.9835542
generator,solar,,,,39.2098724,8.983495
generator,solar,,,,39.209751,8.9834951
generator,solar,,,,39.2097696,8.9835543
generator,solar,,,,39.2099343,8.9836629
generator,solar,,,,39.2099158,8.9836037
generator,solar,,,,39.2097944,8.9836038
generator,solar,,,,39.209813,8.9836631
generator,solar,,,,39.2111155,8.9836602
generator,solar,,,,39.2108681,8.9836585
generator,solar,,,,39.210852,8.9836025
generator,solar,,,,39.2110994,8.9836042
generator,solar,,,,39.211086,8.9835506
generator,solar,,,,39.2108386,8.9835489
generator,solar,,,,39.2099959,8.9842039
generator,solar,,,,39.2100093,8.9842575
generator,solar,,,,39.2101254,8.984423
generator,solar,,,,39.2100041,8.9844231
generator,solar,,,,39.2101069,8.9843637
generator,solar,,,,39.2099855,8.9843639
generator,solar,,,,39.2102433,8.9842056
generator,solar,,,,39.2102568,8.9842591
generator,solar,,,,39.2102729,8.9843152
generator,solar,,,,39.2100254,8.9843135
generator,solar,,,,39.2105832,8.9837137
generator,solar,,,,39.2105966,8.9837672
generator,solar,,,,39.2106124,8.9839864
generator,solar,,,,39.2107338,8.9839863
generator,solar,,,,39.2107127,8.9839328
generator,solar,,,,39.2105913,8.9839329
generator,solar,,,,39.2106942,8.9838736
generator,solar,,,,39.2105728,8.9838736
generator,solar,,,,39.2108306,8.9837154
generator,solar,,,,39.210844,8.9837689
generator,solar,,,,39.2108601,8.9838249
generator,solar,,,,39.2106127,8.9838233
generator,solar,,,,39.2114271,8.9830612
generator,solar,,,,39.2114405,8.9831147
generator,solar,,,,39.2114563,8.9833339
generator,solar,,,,39.2115777,8.9833339
generator,solar,,,,39.2115566,8.9832804
generator,solar,,,,39.2114352,8.9832804
generator,solar,,,,39.2115381,8.9832211
generator,solar,,,,39.2114166,8.9832211
generator,solar,,,,39.2116745,8.9830629
generator,solar,,,,39.2116879,8.9831165
generator,solar,,,,39.211704,8.9831725
generator,solar,,,,39.2114566,8.9831707
generator,solar,,,,39.2132393,8.9817208
generator,solar,,,,39.2132551,8.98194
generator,solar,,,,39.2133765,8.9819399
generator,solar,,,,39.2133554,8.9818863
generator,solar,,,,39.213234,8.9818865
generator,solar,,,,39.2133369,8.9818271
generator,solar,,,,39.2132155,8.9818272
generator,solar,,,,39.2134867,8.9817225
generator,solar,,,,39.2135028,8.9817785
generator,solar,,,,39.2132554,8.9817768
generator,solar,,,,39.2126457,8.9821525
generator,solar,,,,39.2126591,8.9822061
generator,solar,,,,39.2126749,8.9824252
generator,solar,,,,39.2127962,8.9824252
generator,solar,,,,39.2127752,8.9823716
generator,solar,,,,39.2126538,8.9823717
generator,solar,,,,39.2127566,8.9823124
generator,solar,,,,39.2126352,8.9823125
generator,solar,,,,39.2128931,8.9821542
generator,solar,,,,39.2129065,8.9822078
generator,solar,,,,39.2129226,8.9822638
generator,solar,,,,39.2126752,8.982262
generator,solar,,,,39.2121969,8.9828664
generator,solar,,,,39.2120755,8.9828664
generator,solar,,,,39.2121759,8.9828128
generator,solar,,,,39.2120545,8.9828129
generator,solar,,,,39.2120464,8.9825937
generator,solar,,,,39.2122938,8.9825954
generator,solar,,,,39.2120598,8.9826472
generator,solar,,,,39.2123072,8.9826489
generator,solar,,,,39.2123233,8.9827049
generator,solar,,,,39.2120759,8.9827032
generator,solar,,,,39.2121573,8.9827535
generator,solar,,,,39.2120359,8.9827536
generator,solar,,,,39.2109382,8.9759579
generator,solar,,,,39.2105699,8.9759571
generator,solar,,,,39.2115435,8.9755163
generator,solar,,,,39.211175,8.9755155
generator,solar,,,,39.213059,8.9810174
generator,solar,,,,39.21365,8.9816718
generator,solar,,,,39.2132816,8.9816709
generator,solar,,,,39.2132593,8.9816186
generator,solar,,,,39.2136276,8.9816195
generator,solar,,,,39.2135734,8.9814545
generator,solar,,,,39.213205,8.9814536
generator,solar,,,,39.2132261,8.9815052
generator,solar,,,,39.2135945,8.9815059
generator,solar,,,,39.2131707,8.9813439
generator,solar,,,,39.213193,8.9813974
generator,solar,,,,39.213149,8.9812891
generator,solar,,,,39.2131388,8.9812377
generator,solar,,,,39.2130903,8.9811284
generator,solar,,,,39.2131164,8.981184
generator,solar,,,,39.2130813,8.981071
generator,solar,,,,39.2136129,8.9815619
generator,solar,,,,39.2135615,8.9813982
generator,solar,,,,39.2134274,8.9810182
generator,solar,,,,39.2132446,8.9815612
generator,solar,,,,39.2135391,8.9813447
generator,solar,,,,39.2135174,8.98129
generator,solar,,,,39.2134849,8.9811849
generator,solar,,,,39.2134586,8.9811293
generator,solar,,,,39.2135071,8.9812384
generator,solar,,,,39.2134498,8.9810718
generator,solar,,,,39.213404,8.9809665
generator,solar,,,,39.2130355,8.9809657
generator,solar,,,,39.2130132,8.9809134
generator,solar,,,,39.2133815,8.9809142
generator,solar,,,,39.2133274,8.9807492
generator,solar,,,,39.21298,8.9807999
generator,solar,,,,39.2133484,8.9808008
generator,solar,,,,39.2133669,8.9808568
generator,solar,,,,39.2133154,8.980693
generator,solar,,,,39.2129985,8.9808559
generator,solar,,,,39.213293,8.9806395
generator,solar,,,,39.2132713,8.9805848
generator,solar,,,,39.2129589,8.9807484
generator,solar,,,,39.2129246,8.9806387
generator,solar,,,,39.2129469,8.9806923
generator,solar,,,,39.2129029,8.9805839
generator,solar,,,,39.2131627,8.9802564
generator,solar,,,,39.2131403,8.9802041
generator,solar,,,,39.2130861,8.9800391
generator,solar,,,,39.2131071,8.9800905
generator,solar,,,,39.2131257,8.9801466
generator,solar,,,,39.2130741,8.9799829
generator,solar,,,,39.2130517,8.9799293
generator,solar,,,,39.2130301,8.9798745
generator,solar,,,,39.2132036,8.9803666
generator,solar,,,,39.2131813,8.980313
generator,solar,,,,39.2132126,8.980424
generator,solar,,,,39.2127942,8.9802555
generator,solar,,,,39.2127719,8.9802032
generator,solar,,,,39.2127176,8.9800382
generator,solar,,,,39.2127387,8.9800898
generator,solar,,,,39.2126833,8.9799285
generator,solar,,,,39.2127057,8.9799821
generator,solar,,,,39.2126616,8.9798737
generator,solar,,,,39.2127572,8.9801458
generator,solar,,,,39.2128442,8.9804233
generator,solar,,,,39.2128129,8.9803123
generator,solar,,,,39.2128352,8.9803658
generator,solar,,,,39.2132611,8.9805333
generator,solar,,,,39.2132388,8.9804796
generator,solar,,,,39.2128927,8.9805324
generator,solar,,,,39.2128703,8.9804789
generator,solar,,,,39.2125198,8.9794389
generator,solar,,,,39.2125568,8.9795486
generator,solar,,,,39.2125344,8.9794963
generator,solar,,,,39.2124802,8.9793313
generator,solar,,,,39.2125012,8.9793829
generator,solar,,,,39.2125716,8.9796021
generator,solar,,,,39.212594,8.9796556
generator,solar,,,,39.2129975,8.9797695
generator,solar,,,,39.2129713,8.9797139
generator,solar,,,,39.2130199,8.9798231
generator,solar,,,,39.2129623,8.9796565
generator,solar,,,,39.2128881,8.9794397
generator,solar,,,,39.2129252,8.9795495
generator,solar,,,,39.2129028,8.9794972
generator,solar,,,,39.2128486,8.9793322
generator,solar,,,,39.2128697,8.9793837
generator,solar,,,,39.2126514,8.9798222
generator,solar,,,,39.2126029,8.9797131
generator,solar,,,,39.2126291,8.9797687
generator,solar,,,,39.2129401,8.9796029
generator,solar,,,,39.2124459,8.9792216
generator,solar,,,,39.2124682,8.9792752
generator,solar,,,,39.2124242,8.9791668
generator,solar,,,,39.2124139,8.9791154
generator,solar,,,,39.2123129,8.9788401
generator,solar,,,,39.2122906,8.9787878
generator,solar,,,,39.2122759,8.9787303
generator,solar,,,,39.2123565,8.9789488
generator,solar,,,,39.2123342,8.9788952
generator,solar,,,,39.2123654,8.9790062
generator,solar,,,,39.2123916,8.9790619
generator,solar,,,,39.2126813,8.9788409
generator,solar,,,,39.212659,8.9787887
generator,solar,,,,39.2126443,8.9787312
generator,solar,,,,39.2128366,8.979276
generator,solar,,,,39.2127026,8.978896
generator,solar,,,,39.2128142,8.9792224
generator,solar,,,,39.2127926,8.9791677
generator,solar,,,,39.21276,8.9790626
generator,solar,,,,39.2127338,8.979007
generator,solar,,,,39.2127823,8.9791162
generator,solar,,,,39.212725,8.9789495
generator,solar,,,,39.2124324,8.9781341
generator,solar,,,,39.2124101,8.9780818
generator,solar,,,,39.2125927,8.9785675
generator,solar,,,,39.2124587,8.9781875
generator,solar,,,,39.2125705,8.9785139
generator,solar,,,,39.2125487,8.9784591
generator,solar,,,,39.2125161,8.9783542
generator,solar,,,,39.21249,8.9782985
generator,solar,,,,39.2125385,8.9784077
generator,solar,,,,39.212481,8.9782411
generator,solar,,,,39.212064,8.9781332
generator,solar,,,,39.2120416,8.9780809
generator,solar,,,,39.2122363,8.9786229
generator,solar,,,,39.2122574,8.9786743
generator,solar,,,,39.212202,8.9785132
generator,solar,,,,39.2122244,8.9785667
generator,solar,,,,39.2121803,8.9784584
generator,solar,,,,39.2121701,8.9784068
generator,solar,,,,39.2121216,8.9782977
generator,solar,,,,39.2121478,8.9783533
generator,solar,,,,39.2120903,8.9781867
generator,solar,,,,39.2121127,8.9782402
generator,solar,,,,39.2126047,8.9786236
generator,solar,,,,39.2126259,8.9786752
generator,solar,,,,39.2118726,8.9775908
generator,solar,,,,39.2118988,8.9776464
generator,solar,,,,39.2118414,8.9774798
generator,solar,,,,39.2118637,8.9775333
generator,solar,,,,39.2122097,8.9774807
generator,solar,,,,39.2122672,8.9776473
generator,solar,,,,39.2122411,8.9775917
generator,solar,,,,39.2122321,8.9775342
generator,solar,,,,39.2123768,8.9779683
generator,solar,,,,39.2123953,8.9780244
generator,solar,,,,39.2123438,8.9778607
generator,solar,,,,39.2123215,8.9778071
generator,solar,,,,39.2122997,8.9777523
generator,solar,,,,39.2123558,8.9779168
generator,solar,,,,39.2119874,8.977916
generator,solar,,,,39.2120084,8.9779675
generator,solar,,,,39.2119531,8.9778063
generator,solar,,,,39.2119754,8.9778598
generator,solar,,,,39.2119314,8.9777514
generator,solar,,,,39.212027,8.9780235
generator,solar,,,,39.2119212,8.9776999
generator,solar,,,,39.2122895,8.9777008
generator,solar,,,,39.2118259,8.9774256
generator,solar,,,,39.2118035,8.9773732
generator,solar,,,,39.2117493,8.9772083
generator,solar,,,,39.2117703,8.9772598
generator,solar,,,,39.211715,8.9770986
generator,solar,,,,39.2117373,8.9771521
generator,solar,,,,39.2116933,8.9770438
generator,solar,,,,39.2116831,8.9769923
generator,solar,,,,39.2116607,8.9769387
generator,solar,,,,39.2117889,8.9773158
generator,solar,,,,39.2121943,8.9774264
generator,solar,,,,39.2121719,8.9773741
generator,solar,,,,39.2121177,8.9772091
generator,solar,,,,39.2121387,8.9772606
generator,solar,,,,39.2121573,8.9773166
generator,solar,,,,39.2121057,8.977153
generator,solar,,,,39.2120834,8.9770994
generator,solar,,,,39.2120616,8.9770446
generator,solar,,,,39.2120291,8.9769396
generator,solar,,,,39.2120515,8.9769931
generator,solar,,,,39.211877,8.9764997
generator,solar,,,,39.2118981,8.9765512
generator,solar,,,,39.2118651,8.9764436
generator,solar,,,,39.2116345,8.9768831
generator,solar,,,,39.2116033,8.9767721
generator,solar,,,,39.2116256,8.9768256
generator,solar,,,,39.2119536,8.9767171
generator,solar,,,,39.2119313,8.9766648
generator,solar,,,,39.2119166,8.9766073
generator,solar,,,,39.2119716,8.976773
generator,solar,,,,39.2120029,8.976884
generator,solar,,,,39.2119941,8.9768265
generator,solar,,,,39.2115852,8.9767162
generator,solar,,,,39.2115629,8.9766639
generator,solar,,,,39.2115086,8.9764989
generator,solar,,,,39.2115297,8.9765505
generator,solar,,,,39.2114967,8.9764428
generator,solar,,,,39.2115482,8.9766065
generator,solar,,,,39.2112081,8.9756267
generator,solar,,,,39.2111979,8.9755752
generator,solar,,,,39.2115982,8.9756823
generator,solar,,,,39.2117092,8.9760093
generator,solar,,,,39.2116868,8.975957
generator,solar,,,,39.2116326,8.9757921
generator,solar,,,,39.2116537,8.9758436
generator,solar,,,,39.2116721,8.9758996
generator,solar,,,,39.2116206,8.9757359
generator,solar,,,,39.211731,8.9760636
generator,solar,,,,39.2117885,8.9762303
generator,solar,,,,39.2117623,8.9761746
generator,solar,,,,39.2118108,8.9762838
generator,solar,,,,39.2117533,8.9761172
generator,solar,,,,39.2118428,8.97639
generator,solar,,,,39.211821,8.9763352
generator,solar,,,,39.2115766,8.9756275
generator,solar,,,,39.2115663,8.9755761
generator,solar,,,,39.2113407,8.9760085
generator,solar,,,,39.2113184,8.9759562
generator,solar,,,,39.2112641,8.9757913
generator,solar,,,,39.2112852,8.9758427
generator,solar,,,,39.2112298,8.9756816
generator,solar,,,,39.2112522,8.9757351
generator,solar,,,,39.2113037,8.9758987
generator,solar,,,,39.2114743,8.9763893
generator,solar,,,,39.2114526,8.9763344
generator,solar,,,,39.2114424,8.9762829
generator,solar,,,,39.2113939,8.9761738
generator,solar,,,,39.2114201,8.9762294
generator,solar,,,,39.2113626,8.9760628
generator,solar,,,,39.2113849,8.9761163
generator,solar,,,,39.2124577,8.9814524
generator,solar,,,,39.2130487,8.9821067
generator,solar,,,,39.2126803,8.9821059
generator,solar,,,,39.212658,8.9820536
generator,solar,,,,39.2130263,8.9820544
generator,solar,,,,39.2129721,8.9818895
generator,solar,,,,39.2126037,8.9818887
generator,solar,,,,39.2126248,8.9819401
generator,solar,,,,39.2129932,8.981941
generator,solar,,,,39.2125694,8.9817789
generator,solar,,,,39.2125917,8.9818324
generator,solar,,,,39.2125477,8.9817241
generator,solar,,,,39.2125375,8.9816727
generator,solar,,,,39.212489,8.9815634
generator,solar,,,,39.2125151,8.981619
generator,solar,,,,39.21248,8.981506
generator,solar,,,,39.2130116,8.9819969
generator,solar,,,,39.2129602,8.9818333
generator,solar,,,,39.2128261,8.9814533
generator,solar,,,,39.2126433,8.9819962
generator,solar,,,,39.2129378,8.9817798
generator,solar,,,,39.2129161,8.981725
generator,solar,,,,39.2128836,8.9816199
generator,solar,,,,39.2128573,8.9815643
generator,solar,,,,39.2129058,8.9816734
generator,solar,,,,39.2128485,8.9815068
generator,solar,,,,39.2128027,8.9814016
generator,solar,,,,39.2124342,8.9814007
generator,solar,,,,39.2124119,8.9813484
generator,solar,,,,39.2127802,8.9813492
generator,solar,,,,39.2127261,8.9811843
generator,solar,,,,39.2123787,8.9812349
generator,solar,,,,39.2127471,8.9812357
generator,solar,,,,39.2127656,8.9812918
generator,solar,,,,39.2127141,8.981128
generator,solar,,,,39.2123972,8.9812909
generator,solar,,,,39.2126917,8.9810745
generator,solar,,,,39.21267,8.9810197
generator,solar,,,,39.2123576,8.9811834
generator,solar,,,,39.2123233,8.9810736
generator,solar,,,,39.2123456,8.9811273
generator,solar,,,,39.2123016,8.9810189
generator,solar,,,,39.2125614,8.9806914
generator,solar,,,,39.212539,8.9806391
generator,solar,,,,39.2124848,8.980474
generator,solar,,,,39.2125058,8.9805255
generator,solar,,,,39.2125244,8.9805816
generator,solar,,,,39.2124728,8.9804179
generator,solar,,,,39.2124504,8.9803643
generator,solar,,,,39.2124288,8.9803096
generator,solar,,,,39.2126023,8.9808016
generator,solar,,,,39.21258,8.980748
generator,solar,,,,39.2126112,8.980859
generator,solar,,,,39.2121929,8.9806906
generator,solar,,,,39.2121706,8.9806382
generator,solar,,,,39.2121163,8.9804732
generator,solar,,,,39.2121374,8.9805248
generator,solar,,,,39.212082,8.9803635
generator,solar,,,,39.2121044,8.980417
generator,solar,,,,39.2120603,8.9803087
generator,solar,,,,39.2121559,8.9805808
generator,solar,,,,39.2122429,8.9808583
generator,solar,,,,39.2122116,8.9807473
generator,solar,,,,39.2122339,8.9808008
generator,solar,,,,39.2126598,8.9809683
generator,solar,,,,39.2126375,8.9809146
generator,solar,,,,39.2122914,8.9809674
generator,solar,,,,39.212269,8.9809139
generator,solar,,,,39.2119184,8.9798739
generator,solar,,,,39.2119555,8.9799837
generator,solar,,,,39.2119331,8.9799314
generator,solar,,,,39.2118789,8.9797664
generator,solar,,,,39.2118999,8.9798178
generator,solar,,,,39.2119703,8.980037
generator,solar,,,,39.2119926,8.9800906
generator,solar,,,,39.2123962,8.9802045
generator,solar,,,,39.21237,8.9801489
generator,solar,,,,39.2124186,8.980258
generator,solar,,,,39.212361,8.9800914
generator,solar,,,,39.2122868,8.9798747
generator,solar,,,,39.2123239,8.9799845
generator,solar,,,,39.2123015,8.9799321
generator,solar,,,,39.2122473,8.9797672
generator,solar,,,,39.2122684,8.9798187
generator,solar,,,,39.2120501,8.9802573
generator,solar,,,,39.2120016,8.9801481
generator,solar,,,,39.2120278,8.9802037
generator,solar,,,,39.2123388,8.9800379
generator,solar,,,,39.2118446,8.9796566
generator,solar,,,,39.2118669,8.9797102
generator,solar,,,,39.2118229,8.9796018
generator,solar,,,,39.2118126,8.9795504
generator,solar,,,,39.2117116,8.9792751
generator,solar,,,,39.2116893,8.9792228
generator,solar,,,,39.2116746,8.9791653
generator,solar,,,,39.2117552,8.9793838
generator,solar,,,,39.2117328,8.9793302
generator,solar,,,,39.2117641,8.9794412
generator,solar,,,,39.2117903,8.9794968
generator,solar,,,,39.21208,8.9792759
generator,solar,,,,39.2120577,8.9792236
generator,solar,,,,39.212043,8.9791662
generator,solar,,,,39.2122354,8.979711
generator,solar,,,,39.2121013,8.979331
generator,solar,,,,39.2122129,8.9796575
generator,solar,,,,39.2121913,8.9796027
generator,solar,,,,39.2121588,8.9794976
generator,solar,,,,39.2121325,8.979442
generator,solar,,,,39.212181,8.9795512
generator,solar,,,,39.2121236,8.9793845
generator,solar,,,,39.2118311,8.9785691
generator,solar,,,,39.2118088,8.9785168
generator,solar,,,,39.2119914,8.9790025
generator,solar,,,,39.2118574,8.9786225
generator,solar,,,,39.2119692,8.9789489
generator,solar,,,,39.2119474,8.9788941
generator,solar,,,,39.2119148,8.9787892
generator,solar,,,,39.2118887,8.9787335
generator,solar,,,,39.2119372,8.9788427
generator,solar,,,,39.2118797,8.9786761
generator,solar,,,,39.2114627,8.9785682
generator,solar,,,,39.2114403,8.978516
generator,solar,,,,39.211635,8.9790579
generator,solar,,,,39.2116561,8.9791093
generator,solar,,,,39.2116007,8.9789482
generator,solar,,,,39.2116231,8.9790017
generator,solar,,,,39.211579,8.9788933
generator,solar,,,,39.2115688,8.9788419
generator,solar,,,,39.2115203,8.9787327
generator,solar,,,,39.2115465,8.9787883
generator,solar,,,,39.211489,8.9786217
generator,solar,,,,39.2115113,8.9786753
generator,solar,,,,39.2120034,8.9790586
generator,solar,,,,39.2120245,8.9791102
generator,solar,,,,39.2112713,8.9780258
generator,solar,,,,39.2112975,8.9780815
generator,solar,,,,39.2112401,8.9779148
generator,solar,,,,39.2112624,8.9779684
generator,solar,,,,39.2116084,8.9779156
generator,solar,,,,39.2116659,8.9780822
generator,solar,,,,39.2116398,8.9780267
generator,solar,,,,39.2116308,8.9779691
generator,solar,,,,39.2117755,8.9784033
generator,solar,,,,39.211794,8.9784593
generator,solar,,,,39.2117425,8.9782956
generator,solar,,,,39.2117202,8.978242
generator,solar,,,,39.2116985,8.9781873
generator,solar,,,,39.2117545,8.9783518
generator,solar,,,,39.2113861,8.9783509
generator,solar,,,,39.2114071,8.9784025
generator,solar,,,,39.2113518,8.9782412
generator,solar,,,,39.2113741,8.9782948
generator,solar,,,,39.2113301,8.9781864
generator,solar,,,,39.2114256,8.9784585
generator,solar,,,,39.2113198,8.978135
generator,solar,,,,39.2116882,8.9781358
generator,solar,,,,39.2112246,8.9778606
generator,solar,,,,39.2112022,8.9778082
generator,solar,,,,39.211148,8.9776433
generator,solar,,,,39.211169,8.9776948
generator,solar,,,,39.2111137,8.9775336
generator,solar,,,,39.211136,8.9775871
generator,solar,,,,39.2110919,8.9774787
generator,solar,,,,39.2110817,8.9774273
generator,solar,,,,39.2110594,8.9773737
generator,solar,,,,39.2111875,8.9777508
generator,solar,,,,39.2115929,8.9778614
generator,solar,,,,39.2115706,8.9778091
generator,solar,,,,39.2115163,8.9776441
generator,solar,,,,39.2115374,8.9776956
generator,solar,,,,39.211556,8.9777517
generator,solar,,,,39.2115044,8.977588
generator,solar,,,,39.2114821,8.9775344
